Tilt Angle (deg),Bx,By,Bz,Magnitude,
0,-1.278003491089531e-15,27.6580334816856,15.837754485076559,31.8716375983978,
1,3.384209484396203e-13,27.672771223299527,15.501285791601669,31.718640077563006,
2,4.587317069818662e-16,27.679079570726874,15.160095256310525,31.558832900838375,
3,-8.692933180730169e-16,27.676956602383758,14.814286809145234,31.3923083005033,
4,-7.330209918910302e-16,27.666402964946606,14.463965786708366,31.21916333436687,
5,4.629362578768371e-16,27.647421873156063,14.109238900177552,31.03949997301103,
6,8.594977219013509e-16,27.620019108836416,13.750214202798507,30.853425193895905,
7,9.559321798051452e-16,27.584203019134893,13.387001056971746,30.661051082769703,
8,4.58685528408449e-15,27.539984513979718,13.019710100940477,30.462494942843637,
9,1.1434636910902464e-15,27.48737706275572,12.648453215087592,30.25787941221871,
10,1.234332266212085e-15,27.426396690202132,12.273343487856923,30.047332590086103,
11,1.4253218401703751e-15,27.357061971531316,11.894495181305453,29.830988172239678,
12,3.728156864547506e-15,27.279394026770134,11.512023696297264,29.608985596468717,
13,4.620500467785138e-16,27.193416514327076,11.126045537351681,29.381470198424378,
14,2.8576893561546354e-15,27.09915562378506,10.736678277154725,29.14859337857056,
15,7.128405292745693e-16,26.99664006792474,10.344040520746429,28.91051278085402,
16,2.985097563192565e-15,26.88590107397735,9.948251869390347,28.66739248373533,
17,0,26.766972374113173,9.549432884143812,28.419403204242432,
18,0,26.639890195166455,9.147705049133496,28.16672251570048,
19,1.1890000488514116e-15,26.504693247599874,8.743190734549398,27.909535079790864,
20,1.3018937673760168e-15,26.3614227137133,8.336013159370276,27.648032893576243,
21,0,26.210122235099423,7.926296353830349,27.382415552094695,
22,1.5193323930423694e-15,26.050837899349478,7.514165121637044,27.11289052707973,
23,2.189895190775277e-15,25.883618226015237,7.0997450019563715,26.839673462300407,
24,-2.559912865607842e-13,25.708514151829053,6.683162231171208,26.56298848591679,
25,3.6738368203672845e-15,25.52557901518839,6.264543704429258,26.283068540133023,
26,1.9171823863884446e-15,25.33486853990783,5.844016936989097,26.000155728268762,
27,-2.423511541040819e-13,25.136440818245614,5.421710025377497,25.7145016791779,
28,3.7946028060591365e-15,24.93035629320796,4.997751608370942,25.426367928693004,
29,3.824518949879665e-15,24.716677740137644,4.572270827810164,25.13602631747229,
30,1.1296559775569461e-15,24.495470247591925,4.145397289262662,24.843759404254573,
31,2.3353318843289335e-15,24.266801197515765,3.717261022543446,24.549860893077852,
32,2.4073545271030006e-15,24.030740244717006,3.287992442106759,24.254636072479272,
33,2.4752921349401046e-15,23.787359295648784,2.8577223073208327,23.95840226405024,
34,2.5390619363300853e-15,23.53673248650574,2.4265816826366877,23.66148927696316,
35,2.5985862375929517e-15,23.278936160641905,1.994701897665048,23.36423986419823,
36,2.013991212282419e-15,23.014048845315326,1.562214507172555,23.067010175160977,
37,2.7046135158127738e-15,22.74215122776846,1.129251251007635,22.77017019819116,
38,2.7509873148635174e-15,22.46332613064942,0.6959440139721935,22.474104185094916,
39,-2.915332794513926e-13,22.17765848678379,0.2624247856484221,22.179211048288796,
40,2.2077381017186314e-13,21.885235313303404,-0.1711743798071983,21.885904719407073,
41,2.8628880208202e-15,21.58614568513949,-0.6047214038885826,21.594614456303386,
42,2.3192088576185874e-15,21.280480707890153,-1.038084223972274,21.305785083280668,
43,2.3564775235372267e-15,20.968333490068627,-1.4711308335453,21.01987714712294,
44,-1.4081602404767687e-13,20.649799114741185,-1.9037293224152592,20.737366969125794,
45,2.4189052032761695e-15,20.32497461056425,-2.335747916891436,20.458746570876333,
46,2.956265133119991e-15,19.993958922228565,-2.7670550199255946,20.18452344909482,
47,2.4649414465198643e-15,19.65685288031926,-3.1975192511953674,19.91522017252836,
48,-1.176137448908912e-13,19.313759170602516,-3.6270094871264957,19.65137377181907,
49,2.9554166780630475e-15,18.96478230274582,-4.055394900831909,19.39353489161361,
50,2.862726471994992e-14,18.610028578483682,-4.482545001965146,19.14226667316653,
51,-1.0195107238595259e-13,18.249606059237063,-4.90832967646744,18.898143335529898,
52,-9.691533926173354e-14,17.883624533196958,-5.3326192262021825,18.661748424411503,
53,1.2968861084050212e-13,17.512195481881456,-5.755284408462165,18.433672700195068,
54,2.4944798849346794e-15,17.13543204617784,-6.176196475339094,18.21451164075418,
55,-5.278809003838751e-14,16.753448991878138,-6.5952272129390135,18.004862540818074,
56,0,16.36636267472126,-7.012248980440621,17.805321198007064,
57,9.996331799831675e-14,15.974291004949158,-7.427134748973685,17.61647818635189,
58,2.1396153320809463e-15,15.577353411390611,-7.8397581403140695,17.43891473119768,
59,-1.0709405507208067e-13,15.175670805081559,-8.249993465379157,17.27319821466203,
60,1.8871494954906928e-15,14.76936554243547,-8.657715762515519,17.119877357930747,
