micros,hx_x,hx_y,hx_z,hx_temp,hy_x,hy_y,hy_z,hy_temp
5028,-27400,-1622,1,3700,9090,-1662,9
5031,-27417,-1609,3,3712,9091,-1659,9
5021,-27402,-1609,2,3696,9081,-1635,9
5013,-27410,-1609,2,3706,9105,-1661,11
5025,-27419,-1629,4,3706,9093,-1650,9
5017,-27406,-1627,3,3698,9084,-1674,9
5023,-27408,-1615,2,3696,9109,-1656,8
5021,-27433,-1614,5,3705,9110,-1663,11
5014,-27416,-1619,3,3696,9093,-1636,11
5014,-27421,-1612,1,3699,9093,-1624,11
5012,-27414,-1627,2,3712,9092,-1669,9
5022,-27428,-1602,3,3706,9096,-1644,10
5034,-27406,-1636,2,3718,9079,-1664,9
5024,-27414,-1606,3,3715,9085,-1643,10
5026,-27430,-1614,3,3689,9081,-1657,9
5020,-27424,-1628,2,3694,9108,-1668,11
5022,-27418,-1611,3,3714,9097,-1672,9
5024,-27417,-1607,2,3705,9089,-1655,9
5031,-27425,-1624,3,3703,9087,-1662,8
5025,-27415,-1611,4,3714,9096,-1648,11
4951,-27446,-1706,3,3703,9077,-1682,11
4917,-27465,-1720,3,3695,9083,-1658,8
4914,-27446,-1736,2,3702,9092,-1661,12
4916,-27461,-1758,3,3705,9077,-1660,10
4926,-27476,-1733,3,3720,9088,-1647,11
4907,-27475,-1738,2,3718,9084,-1646,12
4903,-27459,-1737,3,3715,9069,-1630,9
4895,-27448,-1756,1,3721,9091,-1637,8
4871,-27445,-1734,3,3702,9092,-1641,11
4905,-27456,-1740,1,3706,9092,-1650,12
4911,-27461,-1754,3,3697,9079,-1642,10
4907,-27440,-1746,2,3706,9068,-1645,10
4895,-27454,-1775,3,3695,9069,-1661,10
4880,-27450,-1778,1,3699,9077,-1650,10
4871,-27472,-1809,3,3706,9086,-1642,10
4855,-27438,-1796,0,3709,9081,-1645,10
4845,-27458,-1819,2,3712,9077,-1655,11
4839,-27469,-1809,3,3710,9079,-1653,10
4837,-27468,-1816,2,3712,9083,-1664,10
4857,-27480,-1817,2,3709,9078,-1657,12
4861,-27452,-1807,2,3724,9077,-1642,10
4877,-27464,-1787,2,3720,9092,-1653,8
4861,-27453,-1794,3,3706,9089,-1644,10
4879,-27454,-1797,-1,3717,9086,-1611,12
4608,-27487,-1776,2,3720,9097,-1648,10
4852,-27471,-1769,2,3710,9085,-1652,10
4858,-27453,-1775,1,3726,9086,-1662,9
4864,-27470,-2039,3,3724,9079,-1638,11
4855,-27462,-1785,2,3708,9075,-1634,11
4845,-27458,-1790,4,3717,9086,-1649,10
4855,-27476,-1798,2,3700,9099,-1654,10
4846,-27442,-1815,0,3723,9084,-1643,11
4847,-27484,-1804,2,3714,9091,-1659,9
4839,-27444,-1785,3,3716,9105,-1656,11
4839,-27480,-1800,1,3704,9087,-1631,10
4845,-27473,-1801,3,3720,9071,-1631,10
4855,-27472,-1795,3,3705,9080,-1640,11
4853,-27486,-1798,2,3712,9085,-1628,8
4875,-27461,-1775,2,3716,9081,-1651,11
4863,-27446,-1783,2,3706,9095,-1650,10
4923,-27475,-1712,2,3715,9080,-1665,12
5041,-27397,-1576,3,3711,9084,-1656,11
5317,-27292,-1245,2,3706,9116,-1658,11
5653,-27192,-882,3,3703,9122,-1688,11
5895,-27093,-602,4,3703,9133,-1680,9
6906,-26771,437,2,3692,9176,-1704,10
8172,-26203,2142,2,3692,9208,-1746,11
10451,-25251,4569,3,3682,9275,-1805,11
13336,-23869,7627,2,3671,9322,-1904,9
16029,-22936,10492,2,3651,9388,-1990,9
19944,-21080,13894,2,3630,9395,-2115,10
24558,-18815,18537,3,3598,9385,-2266,11
26256,-17973,19939,2,3583,9360,-2302,10
26512,-17840,20222,3,3571,9364,-2302,10
26853,-17672,20481,2,3577,9370,-2332,10
27084,-17550,20702,0,3590,9383,-2327,12
27231,-17480,20889,2,3596,9385,-2316,11
27316,-17418,20961,1,3570,9376,-2316,9
27377,-17384,20994,2,3598,9387,-2304,10
27375,-17386,21240,1,3588,9397,-2312,11
27381,-17396,21006,2,3595,9386,-2312,10
27385,-17402,21010,1,3590,9387,-2302,9
27375,-17399,20997,2,3591,9392,-2305,11
27391,-17405,20973,2,3593,9374,-2325,11
27400,-17403,21010,1,3602,9391,-2317,11
27395,-17399,20957,3,3594,9389,-2314,12
27395,-17397,21002,4,3594,9387,-2311,11
27362,-17391,20989,2,3590,9381,-2310,10
27375,-17413,20984,3,3590,9373,-2301,10
27393,-17425,20986,3,3595,9398,-2347,11
27381,-17419,20992,1,3592,9405,-2313,10
27374,-17420,20984,4,3603,9408,-2301,11
27332,-17417,20972,-1,3600,9385,-2334,11
27345,-17437,20944,3,3614,9389,-2314,10
27297,-17443,20884,3,3588,9375,-2300,10
27237,-17469,20820,2,3592,9387,-2323,10
27144,-17539,20720,1,3588,9380,-2320,9
27081,-17560,20636,3,3601,9372,-2294,10
27007,-17606,20540,1,3588,9370,-2304,9
26941,-17637,20464,3,3604,9381,-2272,10
26899,-17667,20420,3,3588,9377,-2053,11
26865,-17693,20378,3,3596,9385,-2285,10
26819,-17709,20332,2,3598,9365,-2278,10
26786,-17728,20298,2,3593,9378,-2286,9
26760,-17717,20304,2,3587,9364,-2274,10
26769,-17771,20313,3,3588,9375,-2308,12
26755,-17738,20275,4,3609,9370,-2295,10
26752,-17746,20275,2,3583,9378,-2049,9
26758,-17738,20280,1,3590,9389,-2294,11
26752,-17750,20287,2,3605,9362,-2314,10
26759,-17746,20288,2,3600,9381,-2274,12
26772,-17770,20277,3,3594,9373,-2275,11
26758,-17758,20284,-1,3588,9373,-2291,11
26767,-17735,20284,3,3602,9385,-2289,11
26806,-17748,20305,2,3596,9365,-2310,11
26833,-17696,20379,3,3597,9376,-2279,10
26930,-17658,20487,4,3598,9389,-2300,10
27039,-17592,20586,2,3584,9380,-2311,8
27102,-17564,20687,3,3610,9395,-2289,10
27211,-17474,20779,2,3598,9392,-2311,8
27217,-17472,20761,2,3598,9401,-2326,10
27221,-17502,20714,0,3602,9397,-2313,10
27139,-17536,20663,2,3612,9419,-2053,10
27039,-17606,20587,2,3616,9415,-2303,10
26880,-17664,20409,2,3617,9444,-2307,10
26666,-17824,20168,2,3615,9434,-2288,10
26458,-17927,19938,1,3609,9450,-2257,11
26100,-18125,19557,2,3624,9467,-2272,10
25730,-18383,19142,2,3616,9486,-2235,9
25328,-18601,18731,1,3624,9503,-2201,10
24954,-18797,18300,3,3624,9539,-2202,11
24498,-19005,17838,3,3642,9539,-2168,10
24034,-19255,17331,4,3628,9570,-2148,11
23551,-19501,16800,2,3646,9560,-2117,11
23201,-19681,16481,3,3638,9572,-2106,9
22763,-19905,15958,3,3666,9586,-2056,8
22411,-20063,15570,2,3666,9584,-2058,9
22289,-20113,15421,3,3658,9574,-2041,9
22267,-20121,15422,2,3648,9588,-2045,11
22143,-20181,15261,3,3664,9584,-2038,10
21426,-20575,14263,2,3666,9576,-2023,10
19851,-21405,12448,2,3690,9560,-1938,10
18089,-22138,10537,2,3700,9515,-1850,11
15241,-23444,7650,3,3708,9459,-1744,9
11919,-24875,3962,3,3721,9392,-1648,10
7825,-26392,230,4,3745,9243,-1538,10
3629,-27708,-4018,3,3773,9075,-1417,9
-435,-28719,-8138,1,3775,8967,-1341,8
-4341,-29475,-12040,2,3786,8812,-1225,11
-6928,-29781,-14632,3,3807,8665,-1157,10
-9466,-29836,-17233,2,3803,8511,-1090,11
-11026,-29781,-19023,4,3811,8383,-1077,12
-11899,-29726,-19537,0,3801,8336,-1081,10
-11993,-29744,-19658,2,3797,8345,-1059,11
-12109,-29722,-19832,2,3790,8337,-1056,9
-12207,-29700,-19897,1,3794,8325,-1092,10
-12245,-29694,-19929,2,3788,8322,-1056,9
-12266,-29692,-19928,2,3791,8312,-1045,10
-12275,-29720,-19975,3,3776,8345,-1048,10
-12287,-29686,-19960,1,3779,8324,-1052,13
-12327,-29684,-20013,3,3776,8315,-1063,9
-12419,-29510,-20143,3,3774,8319,-1032,9
-12529,-29496,-20261,3,3767,8310,-1069,12
-12614,-29502,-20367,2,3756,8321,-1055,11
-12697,-29302,-20471,3,3765,8302,-1049,11
-12773,-29654,-20513,4,3746,8311,-1063,10
-12817,-28938,-20616,4,3761,8298,-1048,11
-12885,-29314,-20641,2,3771,8306,-1053,11
-12977,-28958,-20780,1,3758,8287,-1030,11
-13091,-29122,-20923,2,3765,8278,-1065,12
-13261,-29128,-21122,2,3746,8261,-1063,11
-13516,-28404,-21395,3,3760,8235,-1052,10
-13775,-28424,-21717,2,3761,8188,-1065,8
-14076,-27476,-22073,5,3766,8187,-1064,9
-14409,-27652,-22475,2,3757,8151,-1074,10
-14667,-26898,-22829,2,3770,8127,-1037,10
-15094,-26955,-23286,3,3775,8096,-1043,12
-15446,-25857,-23653,1,3762,8055,-1061,10
-15733,-25708,-23892,4,3762,8013,-1058,11
-15815,-25111,-23904,0,3763,7968,-1060,9
-15985,-25343,-24029,2,3764,7939,-1063,10
-16237,-24875,-24259,2,3743,7895,-1089,12
-16205,-24907,-24215,2,3757,7893,-1107,11
-16133,-25531,-24143,2,3756,7905,-1068,9
-15858,-25449,-23753,3,3752,7915,-1099,10
-15558,-25940,-23388,3,3748,7937,-1107,10
-15151,-26381,-22892,1,3743,7953,-1125,12
-14754,-26828,-22437,2,3743,7962,-1145,8
-14319,-27323,-21966,2,3737,7990,-1156,12
-13997,-27793,-21574,2,3716,7991,-1146,10
-13653,-28699,-21167,3,3714,8003,-1167,9
-13365,-28721,-20878,4,3716,8027,-1188,10
-12983,-29201,-20476,3,3706,8039,-1209,11
-12575,-29876,-20060,1,3706,8055,-1193,10
-12177,-30124,-19606,4,3694,8063,-1217,10
-11774,-30188,-19161,5,3695,8070,-1222,11
-11720,-30172,-19095,2,3695,8074,-1226,10
-11704,-30192,-19097,2,3679,8070,-1213,10
-11692,-30168,-19095,0,3694,8061,-1220,10
-11716,-30198,-19083,2,3690,8073,-1205,10
-11704,-30182,-19065,4,3688,8076,-1216,11
-11678,-30170,-19030,2,3685,8058,-1234,10
-11674,-30164,-19023,3,3694,8084,-1216,12
-11634,-30158,-18970,1,3703,8086,-1234,11
-11612,-30059,-18858,1,3698,8079,-1236,10
-11580,-29903,-18722,3,3706,8051,-1253,10
-11520,-29847,-18598,2,3704,8045,-1260,10
-11472,-29831,-18537,4,3695,8050,-1275,9
-11416,-29798,-18484,2,3714,8050,-1253,11
-11410,-29827,-18470,3,3714,8048,-1261,11
-11404,-29805,-18471,2,3708,8042,-1272,12
-11430,-29823,-18478,2,3718,8038,-1251,12
-11434,-29809,-18473,2,3690,8035,-1270,10
-11442,-29823,-18503,2,3688,8037,-1270,11
-11426,-29802,-18468,3,3710,8059,-1268,11
-11420,-29784,-18493,4,3715,8052,-1272,10
-11416,-29794,-18485,3,3704,8049,-1274,11
-11392,-29606,-18440,2,3705,8056,-1258,12
-11312,-29819,-18361,3,3704,8058,-1273,11
-11128,-29784,-18106,2,3704,8061,-1529,12
-10726,-29626,-17491,3,3732,8066,-1321,11
-10062,-29684,-16742,3,3742,8136,-1311,11
-8890,-29718,-15417,-1,3718,8237,-1332,11
-7127,-29924,-13494,2,3714,8379,-1360,12
-5268,-29540,-11838,3,3716,8541,-1450,10
-2416,-29080,-8882,4,3727,8733,-1489,10
1718,-28110,-4612,2,3716,8952,-1584,10
5583,-26965,-1070,3,3704,9108,-1670,11
5615,-26916,-1026,2,3706,9107,-1681,12
5819,-26795,-842,2,3718,9106,-1671,10
6048,-26675,-611,1,3705,9111,-1679,9
6842,-26431,123,2,3721,9154,-1695,12
7593,-26118,1221,4,3720,9202,-1740,12
9243,-25509,2855,3,3715,9280,-1755,13
11008,-24822,4412,3,3714,9353,-1778,11
12716,-24101,6151,1,3721,9442,-1828,12
14371,-23396,7794,3,3704,9493,-1866,10
15352,-22996,8691,1,3730,9529,-1880,10
15363,-23032,8709,3,3696,9529,-1869,11
15377,-22992,8710,4,3713,9543,-1855,11
15372,-22960,8714,2,3725,9535,-1875,10
15381,-22994,8713,2,3714,9517,-1877,11
15389,-22994,8716,6,3709,9533,-1874,11
15396,-22978,8727,2,3707,9545,-1867,10
15391,-22990,8704,3,3693,9539,-1849,11
15402,-22986,8723,3,3700,9541,-1842,10
15416,-22974,8706,2,3695,9541,-1877,11
15417,-22982,8707,2,3691,9553,-1837,10
15410,-22990,8715,4,3695,9565,-1848,12
15411,-22972,8710,3,3689,9547,-1860,12
15417,-22978,8715,3,3685,9573,-1862,12
15412,-22960,8703,0,3684,9556,-1856,10
15426,-22976,8708,4,3690,9570,-1862,11
15401,-22946,8680,1,3705,9575,-1857,12
15398,-22970,8680,1,3680,9558,-1862,10
15407,-22956,8687,2,3690,9560,-1852,10
15407,-22958,8666,3,3674,9572,-1857,11
15397,-22969,8658,-1,3664,9572,-1872,9
15386,-22956,8618,2,3655,9580,-1862,11
15396,-22960,8635,4,3646,9571,-1849,9
15379,-22948,8628,2,3648,9587,-1862,11
15384,-22952,8620,1,3640,9575,-1867,11
15378,-22964,8601,4,3647,9570,-1872,9
