hx_x,hx_y,hx_z,hx_temp,hy_x,hy_y,hy_z,hy_temp
-32768,-7342,32767,9,-2971,-32768,2874,11
-32768,-6825,32767,8,-3883,-32768,-608,9
-32768,-6402,32767,8,-4705,-32768,-4044,7
-32768,-5767,32767,8,-5440,-32768,-8970,8
-32768,-5000,32767,8,-5031,-32768,-13072,9
-32768,-5008,32767,8,-5007,-32768,-13187,8
-32768,-5070,32767,9,-4841,-32741,-14389,11
-32768,-5787,32767,10,-2219,-31343,-19423,9
-32768,-7061,32767,9,4832,-25145,-27240,10
-32768,-8109,32767,9,14398,-14345,-32768,9
-32768,-9821,32767,9,27452,-5219,-32768,9
-32768,-11724,32767,10,32767,3184,-32768,9
-32768,-13743,32767,10,32767,5487,-32768,8
-32768,-15546,32767,10,32767,2662,-32484,9
-32768,-16317,32767,10,32767,2179,-29671,10
-32768,-17381,32767,9,32767,1796,-26852,7
-17910,-12355,32767,8,32767,1231,-22793,8
2675,1611,29576,8,32767,466,-16842,8
17384,23096,13954,8,32308,-275,-10673,10
13878,32767,51,9,31507,-980,-7399,9
7473,32767,-9481,9,30768,-1517,-5700,9
7112,32767,-10002,9,30776,-1501,-5733,9
6902,32767,-10263,6,30754,-1501,-5740,9
6717,32767,-10547,8,30800,-1491,-5733,9
6509,32767,-10929,8,30800,-1485,-5776,11
5948,32767,-11940,8,30862,-1441,-5866,11
4869,32767,-13239,8,30944,-1391,-5983,9
3797,32767,-14896,8,30996,-1312,-6174,9
2888,32767,-16116,10,31050,-1278,-6257,8
2006,32767,-17353,8,31072,-1267,-6266,9
1679,32767,-17462,8,31077,-1276,-6293,8
1647,32767,-17505,7,31073,-1266,-6297,10
1651,32767,-17526,8,31076,-1261,-6311,9
1643,32767,-17518,9,31083,-1258,-6325,8
1648,32767,-17513,10,31081,-1250,-6337,9
1670,32767,-17446,8,31098,-1257,-6347,9
1772,32767,-17312,8,31092,-1256,-6322,8
2257,32767,-16568,9,31075,-1240,-6333,8
4397,32767,-12901,11,30957,-1360,-5964,10
7708,32767,-8947,9,30709,-1539,-5685,8
7966,32767,-8557,9,30693,-1539,-5661,10
8854,32767,-6579,11,30725,-1515,-5731,10
12346,32767,-1188,9,30745,-1507,-5731,10
16724,30717,8687,9,31438,-970,-7597,10
16297,18711,21859,8,32492,-187,-12331,10
1430,-2110,32767,11,32767,654,-17305,8
-24225,-15967,32767,10,32767,1338,-24699,11
-32768,-15809,32767,9,32767,2321,-30688,7
-32768,-15270,32767,9,32767,2747,-32768,8
-32768,-15094,32767,6,32767,2996,-32768,7
-32768,-14466,32767,9,32767,4245,-32768,7
-32768,-13367,32767,9,32767,5507,-32768,9
-32768,-12129,32767,9,32767,4991,-32768,9
-32768,-11007,32767,9,32767,755,-32768,9
-32768,-9531,32767,9,26796,-5714,-32768,10
-32768,-8251,32767,9,16235,-14208,-32768,11
-32768,-6737,32767,8,6598,-23798,-27299,10
-32768,-5172,32767,7,-683,-30696,-19564,9
-32768,-3670,32767,10,-5241,-32768,-11309,9
-32768,-3608,32767,8,-5251,-32768,-11531,9
-32768,-3624,32767,10,-5257,-32768,-11140,9
-32768,-4017,32767,7,-5414,-32768,-8108,10
-32768,-4616,32767,8,-4584,-32768,-1743,10
-32768,-5517,32767,7,-2693,-32768,6326,10
-32768,-6649,32767,10,-351,-32179,15250,10
-32768,-7894,32767,9,2111,-29296,24489,10
-32768,-9353,32767,7,3785,-25795,29757,8
-32768,-10849,32767,9,5131,-14827,32767,9
-32768,-13233,32767,10,1692,1207,32767,9
-32768,-14989,32767,9,-5064,10731,32767,11
-32768,-16076,32767,9,-7724,13410,32767,9
-32768,-16701,32767,9,-6975,12300,32767,10
-32768,-17396,32767,10,-6847,12186,32767,11
-23586,-14818,32767,8,-7697,13442,32767,11
-6351,-4834,32767,9,-9234,15084,32767,9
8080,7462,27428,8,-10817,16108,32767,10
17373,25170,14119,11,-13076,16797,32767,9
16049,31031,5151,8,-15796,17246,32767,9
9447,32767,-7297,9,-17845,17310,32767,10
5849,32767,-12332,8,-18857,17244,32767,10
5701,32767,-12549,9,-18863,17246,32767,8
5422,32767,-13115,10,-18807,17259,32767,11
4278,32767,-14972,9,-18620,17258,32767,8
41,32767,-21034,9,-18324,17303,32767,10
-4821,32767,-29158,7,-17206,17326,32767,9
-10045,31966,-32768,8,-14314,17037,32767,10
-15803,23178,-32768,9,-10768,15957,32767,11
-12153,7208,-32768,9,-7059,12204,32767,12
-902,-1633,-32768,9,-4346,7332,32767,10
1700,-3834,-32768,9,1959,-1911,32767,11
6506,-5189,-32768,8,5106,-15577,32767,10
11281,-5832,-32768,8,2731,-28539,24732,7
16171,-5997,-32226,8,-1328,-32768,9796,9
20175,-5814,-26517,7,-4861,-32768,-6279,10
21689,-5668,-24034,7,-4192,-32518,-14862,8
20430,-5815,-27476,9,266,-29589,-22225,9
16080,-6010,-32768,7,12601,-17987,-32768,8
9533,-5627,-32768,7,27379,-5365,-32768,10
3173,-4091,-32768,8,32767,5106,-32768,9
-499,-1731,-32768,8,32767,4004,-32768,9
-2872,450,-32768,6,32767,1384,-23705,10
-2943,476,-32768,7,32767,1508,-24297,10
-3203,687,-32768,9,32767,1470,-24005,9
-4135,1828,-32768,8,32767,1323,-23187,7
-7296,4374,-32768,9,32767,1173,-21925,8
-12886,9041,-32768,8,32767,701,-18272,10
-16041,16383,-32768,7,32766,200,-14531,9
-15804,23226,-32768,10,32216,-325,-10828,10
-11692,31383,-32768,10,31543,-880,-7584,9
-4569,32767,-24572,7,30882,-1439,-5794,10
3747,32767,-13905,8,30363,-1819,-5429,9
9081,32767,-5231,10,30121,-1957,-5400,9
13933,32338,2873,8,30325,-1821,-5402,9
17480,28607,12144,9,30878,-1331,-6074,10
13953,14680,25961,10,31771,-605,-9481,9
-680,-3388,32767,9,32609,206,-14888,9
-22214,-15836,32767,9,32767,909,-20997,9
-32768,-17128,32767,9,32767,1467,-24446,8
-32768,-15373,32767,7,32767,1982,-28002,10
-32768,-15207,32767,10,32767,2258,-30156,12
-32768,-14940,32767,7,32767,2835,-32768,8
-32768,-14542,32767,9,32767,3550,-32768,8
-32768,-14049,32767,6,32767,4257,-32768,9
-32768,-13338,32767,7,32767,4916,-32768,9
-32768,-13060,32767,9,32767,5312,-32768,9
-32768,-12525,32767,7,32767,5585,-32768,10
-32768,-12077,32767,7,32767,5294,-32768,11
-32768,-11650,32767,10,32767,4098,-32768,11
-32768,-11147,32767,8,32767,1764,-32768,9
-32768,-10943,32767,10,32195,-816,-32768,9
-32768,-12020,32767,7,28924,-4122,-32768,8
-32768,-14644,32767,8,26331,-6523,-32768,10
-32768,-17377,32767,10,20825,-10354,-32768,8
-23556,-14831,32767,8,15229,-14986,-32768,9
1762,-976,32767,10,10127,-20083,-29964,7
17005,26839,12021,11,3815,-27255,-23128,10
1436,32767,-16695,10,-5433,-32768,-10442,9
6400,32767,-11070,9,-4183,-32551,-13045,8
7970,32767,-8912,11,-4916,-32768,-12615,10
8292,32767,-7943,9,-4960,-32768,-12430,8
8260,32767,-7923,8,-4964,-32768,-12489,7
8267,32767,-7887,8,-4966,-32768,-12522,7
8268,32767,-7943,10,-4942,-32768,-12551,9
8273,32767,-7932,7,-4950,-32768,-12573,9
8261,32767,-7897,8,-4954,-32760,-12566,9
8285,32767,-7924,8,-4952,-32760,-12577,10
8273,32767,-7924,9,-4946,-32752,-12590,9
8269,32767,-7918,10,-4948,-32766,-12601,9
8150,32767,-8057,8,-4856,-32668,-13238,10
7809,32767,-8665,7,-4579,-32586,-13862,10
7301,32767,-9636,9,-4488,-32679,-14182,8
6375,32767,-11057,7,-4435,-32768,-14239,9
4375,32767,-14250,8,-4467,-32768,-14301,11
2601,32767,-16878,7,-4233,-32768,-14699,10
-675,32767,-21532,9,-4233,-32676,-14535,9
-4396,32767,-27688,8,-4403,-32612,-14086,9
-9215,32233,-32768,8,-4593,-32642,-13146,9
-13056,28315,-32768,8,-5204,-32768,-10711,8
-16070,22013,-32768,8,-5294,-32768,-5831,9
-15964,15178,-32768,8,-4311,-32768,303,10
-14518,9935,-32768,9,-2295,-32768,9031,10
-7660,4273,-32768,8,677,-31144,19011,10
-1917,-752,-32768,8,3677,-26158,30260,8
4882,-4664,-32768,9,5061,-12545,32767,9
2044,-3455,-32768,7,3587,-2931,32767,10
-1126,-1256,-32768,8,-4041,7739,32767,9
-2873,958,-32768,6,-5391,9953,32767,9
-6669,4011,-32768,8,-6214,11465,32767,9
-11648,8102,-32768,9,-7500,13147,32767,9
-16242,17908,-32768,8,-10126,15731,32767,8
-13957,29089,-32768,8,-12323,16597,32767,10
-5720,32767,-27702,7,-15806,17221,32767,9
4828,32767,-12793,10,-18494,17268,32767,9
7766,32767,-7916,8,-17916,17324,32767,9
13111,32767,814,11,-16834,17299,32767,10
17787,23809,16904,8,-14452,17051,32767,9
6843,4635,30737,10,-10815,15751,32767,9
-23412,-16735,32767,11,-7194,12595,32767,10
-32768,-15980,32767,10,-4049,7303,32767,10
-32768,-14474,32767,9,3031,-2405,32767,11
-32768,-11828,32767,11,4218,-24243,29932,8
-32768,-8495,32767,8,1147,-31574,15093,8
-32768,-5717,32767,10,-4591,-32768,-7206,10
-32768,-6243,32767,9,-1004,-30975,-22082,10
-32768,-7747,32767,8,12635,-17715,-32768,10
-32768,-10024,32767,10,29065,-3946,-32768,8
-32768,-12265,32767,6,32767,5263,-32768,9
-32768,-14449,32767,10,32767,3840,-32768,8
-32768,-15849,32767,8,32767,2121,-29513,8
-32665,-17396,32767,10,32767,1662,-25773,8
-17295,-11910,32767,9,32767,881,-19899,10
-1290,-3213,32767,8,32767,188,-13909,9
14207,16205,22117,10,31940,-621,-8512,9
16124,31005,5521,8,31152,-1216,-6644,10
6284,32767,-14778,7,31353,-1030,-7214,9
-7745,32767,-32707,8,32693,428,-17019,10
-16388,19908,-32768,9,32767,2657,-32768,8
-13084,6692,-32768,7,32767,4780,-32768,8
114,-2497,-32768,7,32767,4758,-32768,7
10776,-5812,-32768,8,26383,-6317,-32768,9
17367,-5985,-30168,8,5665,-25487,-24730,11
20442,-5826,-28127,9,-5070,-32768,-10700,7
14763,-6009,-32768,8,-2919,-32768,9056,9
7764,-5350,-32768,9,3410,-24770,31982,9
2082,-3389,-32768,9,2625,-241,32767,11
-1727,-741,-32768,8,-5106,9455,32767,10
-3948,1688,-32768,7,-5755,10577,32767,10
-8090,4842,-32768,7,-6882,12044,32767,8
-13935,9482,-32768,8,-7860,13604,32767,10
-16318,19337,-32768,9,-9869,15543,32767,9
-13551,29691,-32768,8,-11780,16442,32767,11
-5222,32767,-25359,7,-14785,17198,32767,10
3204,32767,-14983,9,-18223,17288,32767,10
5695,32767,-12056,9,-18477,17288,32767,9
7955,32767,-8404,10,-17668,17323,32767,11
12949,32767,507,9,-16801,17325,32767,9
17783,26429,16629,8,-13366,16850,32767,9
2104,-1348,32767,9,-10648,15892,32767,9
-29859,-17436,32767,8,-7122,12488,32767,9
-32768,-16484,32767,8,-5752,10544,32767,8
-32768,-16473,32767,8,-5747,10541,32767,11
-32768,-16473,32767,10,-5723,10425,32767,8
-32768,-16178,32767,9,-4515,7669,32767,9
-32768,-15089,32767,8,288,1187,32767,10
-32768,-13038,32767,8,5099,-15520,32767,11
-32768,-10691,32767,9,3173,-27671,25623,10
-32768,-7845,32767,11,-1581,-32768,7662,9
-32768,-5368,32767,8,-5383,-32768,-10902,8
-32768,-5281,32767,9,-3523,-32045,-17192,9
-32768,-6748,32767,8,4312,-25335,-27120,9
-32768,-8458,32767,8,17025,-11858,-32768,8
-32768,-10612,32767,7,31500,-414,-32768,7
-32768,-12714,32767,10,32767,5075,-32768,11
-32768,-14943,32767,9,32767,4052,-32768,9
-32768,-16221,32767,10,32767,2107,-29080,9
-32768,-17373,32767,8,32767,1602,-25232,8
-21052,-13523,32767,7,32767,851,-19841,10
1664,-1142,32767,10,32767,144,-14257,10
15409,20342,18612,10,32066,-554,-9053,10
15327,31824,3542,8,31165,-1226,-6292,8
5999,32767,-12219,8,30044,-2080,-5459,9
733,32767,-21351,8,30457,-1717,-5471,9
-8527,32767,-32411,8,31444,-928,-7789,8
-16173,21702,-32768,9,32735,220,-15274,9
-11722,6892,-32768,8,32767,1460,-24627,10
-1582,-912,-32768,8,32767,2445,-31353,8
128,-2480,-32768,8,32767,4044,-32768,9
4823,-4692,-32768,9,32767,5485,-32768,9
10732,-5777,-32768,8,27610,-5434,-32768,9
18459,-5968,-27416,8,4122,-27324,-20676,8
20970,-5764,-25471,8,-5355,-32768,-3912,9
16175,-5977,-32768,8,-886,-32606,13943,9
8425,-5436,-32768,8,3462,-26589,30086,10
1686,-3139,-32768,7,4199,-2295,32767,11
-1663,-816,-32768,8,-5082,9322,32767,8
-3157,807,-32768,8,-5485,10076,32767,11
-6585,4489,-32768,8,-6522,11739,32767,9
-14033,9656,-32768,9,-7940,13704,32767,9
-16288,20373,-32768,7,-10751,16026,32767,9
-12693,29812,-32768,7,-12551,16731,32767,8
-4037,32767,-25316,7,-15306,17200,32767,8
5185,32767,-12355,9,-18494,17272,32767,10
5736,32767,-11882,8,-18524,17276,32767,10
7641,32767,-8980,8,-18075,17296,32767,11
10321,32767,-3454,9,-17322,17321,32767,10
16258,30676,7388,8,-15625,17218,32767,11
15454,13546,24745,9,-11928,16395,32767,10
-9170,-8393,32767,10,-8256,14029,32767,10
-32768,-16447,32767,9,-5514,10179,32767,9
-32768,-16181,32767,7,-5264,9302,32767,9
-32768,-14865,32767,8,-688,1987,32767,9
-32768,-11588,32767,10,4942,-19511,31485,10
-32768,-9195,32767,8,-149,-32204,10052,9
-32768,-5649,32767,7,-5438,-32768,-11224,8
-32768,-6148,32767,10,1574,-29029,-23569,11
-32768,-8201,32767,8,16474,-13859,-32768,8
-32768,-10839,32767,8,28988,-2536,-32768,7
-32768,-13379,32767,9,32767,5585,-32768,9
-32768,-15426,32767,9,32767,3062,-32439,8
-32768,-16822,32767,9,32767,1901,-26907,8
-27444,-16648,32767,9,32767,1151,-22112,9
-3570,-4453,32767,8,32767,374,-16059,10
15169,17782,20540,9,32067,-517,-9735,9
15454,31739,1472,7,31030,-1273,-6142,10
5301,32767,-13296,11,30014,-1988,-5413,9
-171,32767,-22445,9,30546,-1547,-5698,8
-9287,32767,-32304,9,31824,-523,-10041,11
-16123,23443,-32768,10,32767,296,-16446,9
-15807,11625,-32768,7,32767,1099,-22576,7
-7530,4326,-32768,11,32767,1688,-26319,7
-1757,-672,-32768,8,32767,2427,-31314,10
-1577,-870,-32768,8,32767,2452,-31292,10
-902,-1432,-32768,8,32767,3188,-32768,9
1311,-2938,-32768,8,32767,5017,-32768,9
5281,-4838,-32768,5,32767,4803,-32768,9
10363,-5723,-32768,10,27739,-5266,-32768,9
16757,-6068,-31896,7,15184,-17702,-30924,8
22063,-5709,-23212,7,-1000,-31184,-15613,9
21721,-5753,-25071,6,-5409,-32768,-5479,10
18011,-6010,-30665,9,-2248,-32768,10691,10
12061,-5815,-32768,9,2772,-28244,27111,10
6826,-5114,-32768,9,5024,-11678,32767,9
1484,-2987,-32768,9,-1897,5056,32767,9
-1480,-714,-32768,9,-5822,10591,32767,11
-5010,2773,-32768,9,-5942,10825,32767,10
-11991,7618,-32768,9,-7043,12454,32767,9
-16126,18466,-32768,9,-9304,15244,32767,11
-14762,26014,-32768,7,-11656,16350,32767,9
-6537,32767,-28562,8,-15424,17215,32767,10
3324,32767,-13016,7,-18368,17278,32767,8
6422,32767,-10995,8,-18292,17286,32767,9
8733,32767,-6532,8,-17523,17310,32767,9
13458,32639,1362,9,-16798,17302,32767,10
17774,25238,15477,9,-14521,17079,32767,12
5540,2909,32710,11,-11335,15929,32767,10
-15452,-11824,32767,9,-8027,13758,32767,8
-32768,-16383,32767,8,-5807,10567,32767,11
-32768,-16433,32767,9,-5805,10599,32767,10
-32768,-16411,32767,8,-5781,10577,32767,9
-32768,-16348,32767,8,-5771,10507,32767,9
-32768,-15588,32767,9,-3692,5906,32767,9
-32768,-13309,32767,8,4328,-10496,32767,11
-32768,-10124,32767,7,3098,-27838,22998,8
-32768,-7736,32767,8,-2634,-32768,544,9
-32768,-5168,32767,9,-4397,-32504,-15510,10
-32768,-6458,32767,10,4570,-26211,-26444,10
-32768,-8756,32767,9,20559,-10540,-32768,8
-32768,-11368,32767,8,31495,-131,-32768,9
-32768,-13826,32767,9,32767,5290,-32768,9
-32768,-15426,32767,7,32767,1946,-27913,9
-30583,-17315,32767,9,32767,1370,-22348,10
-2226,-3564,32767,9,32735,112,-12912,8
17680,27209,12249,7,31301,-1154,-6514,11
6265,32767,-12150,9,30049,-2062,-5489,8
-4306,32767,-26502,7,30633,-1540,-5719,8
-12449,30142,-32768,9,32083,-319,-11214,10
-16423,22325,-32768,9,32767,456,-16918,9
-16089,13346,-32768,9,32767,1003,-21154,10
-12994,8044,-32768,10,32767,1420,-24089,11
-8450,4921,-32768,8,32767,2012,-26940,7
-3398,939,-32768,9,32767,2145,-29756,9
-1817,-603,-32768,9,32767,2458,-31468,8
-1785,-629,-32768,7,32767,2448,-31458,10
-1660,-747,-32768,7,32767,2506,-31874,10
-1284,-1114,-32768,8,32767,2741,-32768,8
68,-2141,-32768,8,32767,4037,-32768,8
2807,-3867,-32768,7,32767,5383,-32768,9
8439,-5487,-32768,8,32767,2257,-32768,10
14385,-6018,-32768,10,22678,-11401,-32768,9
19597,-5945,-27282,8,2407,-30379,-19254,8
21707,-5717,-24091,8,-5430,-32768,-6085,11
18023,-5984,-31122,7,-2316,-32768,10738,9
11701,-5799,-32768,8,2802,-28159,27341,10
6127,-4720,-32768,9,5168,-15132,32767,7
923,-2630,-32768,8,254,4022,32767,6
-1329,-1022,-32768,8,-5649,10343,32767,9
-2312,-111,-32768,7,-5645,10343,32767,8
-4373,2125,-32768,8,-5813,10626,32767,9
-8329,5505,-32768,10,-6807,12100,32767,9
-14871,11262,-32768,11,-8198,13989,32767,10
-16332,20739,-32768,8,-10863,16052,32767,9
-13048,29331,-32768,9,-12285,16657,32767,9
-5366,32767,-27254,8,-14631,17115,32767,10
2760,32767,-14342,9,-17763,17299,32767,11
5584,32767,-12410,9,-18651,17246,32767,9
5684,32767,-12220,9,-18625,17268,32767,10
5963,32767,-11799,7,-18572,17268,32767,9
7777,32767,-8723,8,-17991,17311,32767,11
11599,32767,-1005,8,-17512,17333,32767,10
16977,29905,10496,9,-15449,17231,32767,9
14750,16070,23035,8,-13127,16784,32767,10
-2186,-4279,32767,8,-9776,15553,32767,10
-27861,-16964,32767,9,-7568,12793,32767,11
-32768,-16280,32767,7,-5855,10692,32767,10
-32768,-16252,32767,8,-5819,10650,32767,7
-32768,-16258,32767,10,-5825,10656,32767,9
-32768,-16237,32767,9,-5823,10644,32767,8
-32768,-16251,32767,9,-5829,10667,32767,11
-32768,-16237,32767,9,-5814,10655,32767,10
-32768,-16229,32767,10,-5830,10655,32767,10
-32768,-16227,32767,9,-5834,10641,32767,10
-32768,-16224,32767,10,-5818,10659,32767,11
-32768,-16200,32767,8,-5818,10641,32767,10
-32768,-16218,32767,11,-5820,10633,32767,9
-32768,-16182,32767,8,-5814,10652,32767,8
-32768,-16186,32767,9,-5834,10646,32767,9
-32768,-16185,32767,9,-5842,10689,32767,9
-32768,-16201,32767,8,-5840,10673,32767,10
-32768,-16183,32767,9,-5822,10666,32767,10
-32768,-16215,32767,9,-5826,10655,32767,10
-32768,-16199,32767,9,-5830,10649,32767,11
-32768,-16210,32767,11,-5838,10661,32767,10
-32768,-16215,32767,8,-5844,10679,32767,10
-32768,-16231,32767,6,-5864,10721,32767,10
-32768,-16272,32767,9,-5860,10715,32767,10
-32768,-16587,32767,8,-5904,10766,32767,10
-32768,-17340,32767,8,-5926,10874,32767,10
-25475,-15797,32767,10,-7325,12929,32767,11
-3394,-4239,32767,9,-9278,15149,32767,11
12070,16012,21613,10,-12313,16601,32767,9
16550,30590,6119,8,-15866,17266,32767,9
8722,32767,-8548,8,-17422,17321,32767,9
5910,32767,-12273,8,-18652,17276,32767,8
5646,32767,-12632,10,-18663,17295,32767,12
5163,32767,-13649,9,-18521,17307,32767,8
2307,32767,-18089,8,-18402,17308,32767,9
-5321,32767,-28824,8,-16495,17266,32767,9
-13261,26945,-32768,10,-12253,16288,32767,11
-15270,11553,-32768,6,-7901,13597,32767,10
-1042,-1490,-32768,8,-5404,9808,32767,10
-641,-1899,-32768,9,-4241,7711,32767,9
2388,-3755,-32768,9,537,1997,32767,8
8449,-5468,-32768,8,4921,-14014,32767,8
12532,-5812,-32768,8,3773,-26028,27712,9
18444,-5798,-26879,8,228,-31887,15397,10
20890,-5666,-23783,8,-4011,-32768,-649,9
22099,-5572,-22472,8,-4005,-32479,-15162,9
22532,-5544,-22212,8,-3922,-32439,-15527,10
20441,-5774,-26376,7,810,-29912,-22835,7
14864,-6013,-32768,9,12807,-17772,-32612,10
10794,-5774,-32768,7,28772,-4276,-32768,8
5703,-4909,-32768,6,32767,4884,-32768,9
1133,-2862,-32768,8,32767,4565,-32768,10
-2011,-465,-32768,6,32767,1604,-24201,9
-2851,318,-32768,7,32767,1352,-23509,11
-2872,378,-32768,8,32767,1430,-23729,9
-2891,414,-32768,10,32767,1423,-23684,9
-3136,672,-32768,7,32767,1389,-23426,8
-3451,1011,-32768,9,32767,1367,-23303,9
-3732,1431,-32768,7,32767,1343,-23252,7
-4683,2381,-32768,9,32767,1317,-23375,8
-7819,4684,-32768,9,32767,1209,-22336,10
-12617,8699,-32768,9,32767,913,-20155,9
-15714,13756,-32768,9,32767,558,-17335,9
-16140,22906,-32768,10,32696,166,-14607,10
-11732,32158,-32418,8,32142,-373,-10791,9
-3178,32767,-22531,9,31666,-884,-7822,9
7634,32767,-8427,11,30854,-1445,-5636,10
8493,32767,-6842,9,30673,-1532,-5711,8
11673,32767,-1887,8,30993,-1291,-6207,10
17984,28547,12461,10,31626,-784,-9053,10
5747,-366,32660,7,32767,468,-17203,9
-29106,-17395,32767,9,32767,1967,-28353,11
-32768,-15380,32767,9,32767,2895,-32768,8
-32768,-15381,32767,10,32767,3048,-32768,9
-32768,-15170,32767,8,32767,3262,-32768,8
-32768,-14789,32767,9,32767,3708,-32768,7
-32768,-14168,32767,10,32767,4698,-32768,10
-32768,-13465,32767,9,32767,5507,-32768,10
-32768,-12798,32767,9,32767,5423,-32768,10
-32768,-12485,32767,10,32767,5216,-32768,11
-32768,-11995,32767,8,32767,4102,-32768,10
-32768,-10324,32767,8,31610,-3011,-32768,9
-32768,-8459,32767,8,14456,-18226,-31340,10
-32768,-5911,32767,9,-585,-31260,-17539,9
-32768,-4517,32767,10,-5296,-32768,-4859,7
-32768,-6204,32767,9,-1563,-32768,12254,9
-32768,-8531,32767,9,2035,-29344,23644,9
-32768,-10747,32767,6,5066,-17694,32767,9
-32768,-13459,32767,9,2235,246,32767,11
-32768,-15534,32767,9,-3725,8148,32767,9
-32435,-17469,32767,8,-8332,14793,32767,9
-21906,-14148,32767,10,-10496,15914,32767,10
-5022,-5395,32767,9,-11792,16443,32767,11
8487,7849,25695,9,-13459,16890,32767,10
17644,24573,14485,8,-14645,17140,32767,9
16064,31096,4130,8,-15719,17238,32767,11
10968,32767,-4640,8,-17115,17329,32767,10
7154,32767,-11715,8,-18518,17272,32767,10
6039,32767,-12025,8,-18658,17277,32767,8
6011,32767,-12077,7,-18655,17262,32767,9
5948,32767,-12184,9,-18653,17270,32767,8
5825,32767,-12380,9,-18649,17257,32767,10
5567,32767,-12801,8,-18598,17266,32767,9
3855,32767,-16309,9,-18354,17272,32767,8
-1028,32767,-22837,9,-17966,17299,32767,11
-5380,32767,-30119,8,-15900,17229,32767,9
-13627,28089,-32768,6,-11814,16328,32767,10
-14502,9564,-32768,8,-7840,12707,32767,9
-842,-1765,-32768,8,-4680,8596,32767,10
518,-2555,-32768,7,-1188,3849,32767,8
5558,-4937,-32768,10,4404,-7662,32767,9
10956,-5756,-32768,9,3787,-26417,28479,10
16732,-5967,-32095,8,-834,-32768,8727,10
21190,-5708,-23771,9,-5447,-32768,-12982,10
21370,-5700,-24854,8,-2583,-31928,-18349,11
18142,-5995,-31896,10,8995,-21346,-29750,9
10946,-5773,-32768,7,29681,-3456,-32768,10
3817,-4301,-32768,9,32767,5603,-32768,9
-1056,-1312,-32768,7,32767,3342,-32768,8
-2824,290,-32768,9,32767,1469,-24018,9
-2850,322,-32768,9,32767,1473,-24137,7
-2881,366,-32768,8,32767,1459,-23973,9
-3076,656,-32768,8,32767,1434,-23783,8
-3499,1071,-32768,8,32767,1434,-23863,9
-3813,1456,-32768,11,32767,1468,-24173,9
-4290,2164,-32768,7,32767,1466,-24296,9
-7265,4383,-32768,7,32767,1258,-22951,10
-11784,7410,-32768,7,32767,871,-20110,8
-15771,15329,-32768,9,32767,428,-16698,10
-15796,24072,-32768,10,32264,-79,-12957,9
-9653,32743,-31278,8,32037,-475,-9605,9
-111,32767,-18664,9,31252,-1140,-6328,10
8092,32767,-7646,8,30430,-1685,-5522,9
10704,32767,-3442,8,30655,-1569,-5618,9
16969,30994,8339,8,31313,-1048,-7262,8
14157,14575,25215,7,32437,-41,-13294,10
-11582,-10513,32767,7,32767,1199,-22684,8
-32768,-15426,32767,9,32767,2312,-30543,12
-32768,-15055,32767,9,32767,2961,-32768,8
-32768,-13835,32767,9,32767,4690,-32768,9
-32768,-12563,32767,5,32767,5223,-32768,8
-32768,-11173,32767,7,32767,146,-32768,7
-32768,-8951,32767,8,20435,-10985,-32768,9
-32768,-6123,32767,7,4974,-25904,-23666,9
-32768,-3784,32767,7,-4260,-32423,-14245,10
-32768,-4677,32767,7,-5197,-32768,-5367,9
-32768,-6962,32767,9,-731,-32365,14034,11
-32768,-9095,32767,8,3972,-24610,31232,11
-32768,-13223,32767,8,4632,-5677,32767,9
-28901,-16795,32767,9,-2228,5312,32767,10
8773,9096,24065,8,-6789,12222,32767,10
11158,32767,-9349,8,-9707,15429,32767,9
-7523,32767,-32454,7,-12389,16633,32767,10
-15351,23060,-32768,8,-11582,16298,32767,9
-15634,12869,-32768,9,-9014,14552,32767,10
-10553,5383,-32768,8,-6799,12054,32767,9
-1779,-790,-32768,7,-5270,9726,32767,9
-1683,-822,-32768,7,-5270,9712,32767,9
-1615,-866,-32768,7,-5246,9676,32767,9
-1410,-1066,-32768,8,-4954,8965,32767,8
-770,-1426,-32768,9,-4401,8058,32767,11
-778,-1579,-32768,8,-4035,7395,32767,8
-705,-1635,-32768,8,-3990,7325,32767,11
-691,-1655,-32768,8,-3966,7313,32767,11
-705,-1653,-32768,8,-3994,7337,32767,9
-695,-1624,-32768,7,-3987,7356,32767,10
-681,-1646,-32768,9,-3999,7378,32767,10
-757,-1606,-32768,9,-4021,7402,32767,11
-1356,-1130,-32768,8,-4566,8462,32767,10
-1382,-1090,-32768,7,-4817,8865,32767,12
-1421,-1060,-32768,10,-4863,8923,32767,9
-1478,-984,-32768,7,-4906,9009,32767,9
-1521,-940,-32768,9,-4940,9081,32767,9
-1618,-878,-32768,8,-4984,9182,32767,10
-3561,1245,-32768,8,-5581,10287,32767,10
-9118,6292,-32768,8,-6877,12224,32767,9
-15997,16012,-32768,8,-9169,15127,32767,7
-13829,28101,-32768,8,-11003,16363,32767,10
-6635,32767,-27501,8,-14023,17000,32767,8
3338,32767,-13182,7,-17460,17303,32767,9
5529,32767,-12450,8,-18227,17304,32767,10
5986,32767,-11642,7,-18089,17298,32767,9
7463,32767,-9216,8,-17668,17321,32767,10
12276,32767,-678,8,-16981,17325,32767,9
17781,24637,16231,11,-13613,16876,32767,9
2809,-671,32767,9,-10350,15738,32767,9
-31279,-17435,32767,7,-6940,12234,32767,9
-32768,-16195,32767,9,-5524,10146,32767,12
