hx_x,hx_y,hx_z,hx_temp,hy_x,hy_y,hy_z,hy_temp
-2678,184,-32768,8,32767,1764,-26604,8
-3198,766,-32768,6,32767,1670,-25655,9
-6773,4092,-32768,5,32767,1223,-22412,7
-15458,13137,-32768,7,32767,402,-16678,8
-11526,32673,-30648,7,32767,2876,-32768,7
16249,31125,7428,8,-5099,-32768,19161,7
13889,32767,-252,5,5112,-18513,32759,8
6528,32767,-10681,6,24434,-7434,-32768,7
9190,32767,-5916,9,-1884,-32768,10672,9
7664,32767,-8942,8,805,-31091,-17169,8
8312,32767,-8043,6,-4300,-32296,-14914,7
8312,32767,-7814,6,-5240,-32768,-11381,7
8300,32767,-7839,5,-5057,-32768,-12109,7
8304,32767,-7826,7,-5078,-32768,-12082,6
8300,32767,-7831,8,-5064,-32768,-12095,6
8306,32767,-7853,8,-5054,-32768,-12079,6
8297,32767,-7847,7,-5063,-32768,-12090,8
8302,32767,-7829,6,-5073,-32768,-12094,7
8296,32767,-7853,7,-5066,-32768,-12068,7
8329,32767,-7797,7,-5073,-32768,-12002,6
8458,32767,-7472,6,-5142,-32768,-11394,7
9145,32767,-6694,7,-5064,-32768,-4506,7
6432,32767,-12342,8,-1589,-32768,10536,7
-1741,32767,-22768,7,2714,-28244,26498,8
-13219,29805,-32768,8,4832,-19761,32767,9
-15030,10688,-32768,6,4331,-6350,32767,6
1858,-3397,-32768,7,-147,2996,32767,8
3689,-4375,-32768,7,1547,718,32767,8
9215,-5544,-32768,6,5083,-15518,32767,9
16400,-5840,-28313,5,2943,-28238,23653,7
22260,-5406,-18233,7,-2624,-32768,1963,8
26757,-4737,-12854,8,-3114,-32160,-16151,8
23978,-5592,-23546,7,-2291,-31814,-17704,6
16784,-6091,-32768,6,8323,-21972,-29183,8
9401,-5624,-32768,5,27290,-3955,-32768,8
4516,-4551,-32768,6,32767,5480,-32768,7
-567,-1705,-32768,6,32767,3011,-32768,9
-2964,480,-32768,7,32767,1439,-23730,6
-3572,1441,-32768,6,32767,1366,-23022,11
-7724,4649,-32768,5,32767,1075,-21489,8
-15970,16399,-32768,8,32767,466,-17056,8
-11026,31491,-29690,7,32767,4850,-32768,8
16220,30957,6930,6,2348,-27850,28782,8
8840,32767,-8270,6,2198,-32529,6113,8
9150,32767,-6235,7,17365,-14278,-28371,8
8332,32767,-7799,5,-3042,-32768,950,10
8221,32767,-7763,8,-3568,-32289,-13711,9
8271,32767,-7813,7,-4330,-32362,-14308,7
8266,32767,-7859,5,-4935,-32768,-12497,7
8269,32767,-7875,7,-5029,-32768,-12218,6
8277,32767,-7880,6,-5038,-32768,-12228,8
8272,32767,-7878,5,-5049,-32768,-12214,9
8268,32767,-7877,5,-5039,-32768,-12199,6
8269,32767,-7883,6,-5053,-32768,-12201,8
8283,32767,-7876,7,-5051,-32768,-12186,8
8274,32767,-7878,7,-5029,-32768,-12197,8
8289,32767,-7866,8,-5047,-32768,-12174,8
8270,32767,-7872,8,-5027,-32768,-12172,9
8289,32767,-7872,5,-5039,-32768,-12105,9
8289,32767,-7823,7,-5133,-32768,-11582,8
8083,32767,-8544,7,-5369,-32768,-9253,9
6099,32767,-12445,7,-4314,-32768,-471,8
128,32767,-20155,9,-293,-31539,17296,8
-8800,32767,-31741,8,4092,-24077,32669,6
-16374,22208,-32768,5,3212,-1639,32767,7
-8675,4837,-32768,7,-6996,12664,32767,8
-3696,1351,-32768,5,-7088,12460,32767,7
-3501,1099,-32768,7,-6842,12140,32767,7
-2168,-439,-32768,6,-6001,10876,32767,8
-1342,-1139,-32768,5,-5332,9847,32767,8
-1318,-1196,-32768,5,-5301,9798,32767,9
-663,-1756,-32768,6,-4701,8572,32767,7
7645,-5285,-32768,6,196,965,32767,9
14963,-5807,-30152,6,4714,-21734,30640,9
21632,-5451,-19862,8,-1859,-32768,3358,6
24208,-5271,-18684,7,-3976,-32346,-16196,9
14521,-5998,-32768,6,10888,-19232,-31494,6
7170,-5259,-32768,5,32767,4556,-32768,7
-1298,-1084,-32768,7,32767,1805,-25092,5
-3587,1173,-32768,8,32767,1410,-23356,9
-4982,2644,-32768,6,32767,1267,-22472,6
-7989,5308,-32768,7,32767,1069,-21415,8
-14325,9974,-32768,7,32767,614,-18071,6
-16332,19746,-32768,8,32563,66,-13862,9
-13917,27697,-32768,6,32309,-117,-12826,7
-3280,32767,-19497,6,32767,5355,-32768,8
13615,32767,-940,6,4063,-17808,32767,9
8897,32767,-7288,8,-4344,-31744,-21984,8
8116,32767,-7992,7,14603,-17021,-31063,7
8967,32767,-7285,7,-3814,-32768,-2635,7
8801,32767,-7063,8,-5374,-32768,-7492,10
8281,32767,-7844,7,-4694,-32716,-12949,9
8261,32767,-7895,8,-4920,-32768,-12581,7
8234,32767,-7878,7,-4946,-32768,-12588,9
8238,32767,-7908,5,-4935,-32768,-12533,6
8247,32767,-7888,8,-4937,-32768,-12565,7
8242,32767,-7883,7,-4943,-32768,-12560,7
8232,32767,-7885,8,-4949,-32768,-12543,9
8238,32767,-7900,7,-4973,-32768,-12556,8
8231,32767,-7889,8,-4967,-32768,-12541,8
8235,32767,-7885,6,-4985,-32768,-12526,6
8235,32767,-7906,7,-4954,-32768,-12530,9
8347,32767,-7724,9,-4988,-32768,-12305,7
8230,32767,-7994,8,-5231,-32768,-10707,8
7439,32767,-9803,8,-5367,-32768,-6364,8
3670,32767,-15301,6,-3062,-32768,6742,8
-4704,32767,-26599,7,1259,-30410,21069,7
-13592,29034,-32768,6,4943,-18793,32767,8
-15134,10884,-32768,8,4150,-2976,32767,10
-293,-2061,-32768,6,-3079,6304,32767,8
-657,-1701,-32768,8,-4376,8090,32767,10
-625,-1719,-32768,6,-4390,8072,32767,7
-539,-1801,-32768,7,-4360,8078,32767,9
534,-2739,-32768,6,-3279,6138,32767,7
4239,-4565,-32768,7,1788,-1633,32767,8
12000,-5808,-32768,7,4726,-21525,31221,6
21212,-5506,-20678,6,-1040,-32768,6672,9
25815,-4909,-15870,7,-5108,-32768,-13728,9
18430,-5948,-32513,8,9290,-20869,-30249,6
7926,-5402,-32768,7,32767,2709,-32768,7
-1024,-1306,-32768,7,32767,2258,-28379,8
-3471,1119,-32768,8,32767,1349,-23034,8
-4733,2400,-32768,7,32767,1231,-22301,6
-6776,4041,-32768,7,32767,1157,-21810,7
-10749,6582,-32768,6,32767,899,-20143,7
-14315,9849,-32768,6,32767,692,-18805,7
-15304,12742,-32768,6,32767,540,-17547,8
-16185,16991,-32768,8,32761,260,-15324,10
-15255,24937,-32768,7,32762,340,-16922,7
552,32767,-16709,6,29038,-5435,-32768,6
15046,32767,1769,8,4012,-17567,32767,8
8356,32767,-9800,6,-3262,-32768,-17733,7
6662,32767,-9869,5,5559,-26560,-13417,7
9241,32767,-7063,7,-5450,-32768,-17535,7
8970,32767,-6421,6,-5408,-32768,-9413,8
8333,32767,-7759,8,-5137,-32768,-11518,9
8285,32767,-7805,7,-5037,-32768,-12245,8
8279,32767,-7824,7,-5024,-32768,-12239,6
8287,32767,-7827,8,-5042,-32768,-12245,5
8279,32767,-7811,6,-5037,-32768,-12235,8
8287,32767,-7827,6,-5035,-32768,-12265,9
8297,32767,-7821,6,-5043,-32768,-12236,8
8295,32767,-7748,7,-5058,-32768,-12060,6
8826,32767,-6973,6,-5318,-32768,-10004,6
7400,32767,-9617,8,-5258,-32768,-5753,6
2183,32767,-17469,7,-1653,-32768,10397,8
-4087,32767,-27345,5,3571,-26800,29375,9
-15461,24901,-32768,7,3727,-7,32767,6
-9354,4458,-32768,6,-6669,11899,32767,7
-3312,642,-32768,6,-5971,10830,32767,8
3126,-4098,-32768,7,-5101,9468,32767,8
3855,-4434,-32768,9,-5115,9432,32767,8
6034,-4961,-32768,6,-5101,9434,32767,7
7346,-5251,-32768,6,-3772,6850,32767,6
9892,-5675,-32768,5,3419,-3330,32767,7
16531,-5927,-29249,7,3331,-27519,26670,8
23169,-5339,-18434,5,-3983,-32768,-1106,8
26795,-4770,-12799,6,-3879,-32420,-15388,5
24497,-5185,-17122,7,4220,-26912,-25002,6
19076,-5929,-30813,7,14582,-15790,-32768,4
7200,-5287,-32768,6,32767,781,-32768,7
1962,-3368,-32768,7,32767,5061,-32768,6
-2012,-635,-32768,6,32767,1927,-26661,6
-2854,362,-32768,6,32767,1375,-23254,6
-3234,778,-32768,8,32767,1355,-23011,8
-5557,3149,-32768,7,32767,1201,-21897,9
-12251,7803,-32768,7,32767,1121,-22149,6
-16243,17514,-32768,5,32767,2460,-32082,8
-11997,30752,-30970,7,32181,-2087,-32768,8
17688,29626,10280,7,1491,-29711,22441,8
4721,32767,-14882,7,4695,-25860,-25252,5
11110,32767,-3818,7,-5329,-32768,-8652,7
8938,32767,-6437,7,-5351,-32768,-8704,6
9161,32767,-6620,6,-4922,-32768,-3639,9
9292,32767,-6681,7,-139,-31120,18563,7
9307,32767,-6801,7,4679,-20710,32767,8
9311,32767,-7008,7,1277,1593,32767,6
8981,32767,-7556,6,-6782,12174,32767,9
8692,32767,-7985,5,-13899,17257,32767,8
8605,32767,-8275,7,-19758,17153,32767,8
8547,32767,-8262,7,-19756,17151,32767,8
9237,32767,-6960,7,-19566,17179,32767,8
13106,32754,1003,7,-18252,17336,32767,8
17207,29579,12053,7,-15038,17196,32767,7
4818,1539,32702,7,-10060,15616,32767,8
-32768,-16072,32767,8,-5359,9817,32767,8
-32768,-16071,32767,7,-5140,9182,32767,8
-32768,-15203,32767,8,-523,3082,32767,8
-32768,-12539,32767,7,5065,-14803,32767,9
-32768,-8243,32767,9,-127,-32204,12208,8
-32768,-5108,32767,7,-4291,-31969,-17313,9
-32768,-6318,32767,7,3533,-24865,-27641,8
-32768,-9782,32767,8,28262,-4359,-32768,7
-32768,-13986,32767,8,32767,4212,-32768,5
-32768,-15640,32767,7,32767,2315,-30716,8
-32768,-17582,32767,8,32767,2352,-30802,7
-12125,-9864,32767,7,32767,1119,-22863,9
14754,17317,19568,5,32767,220,-13493,8
15685,32767,-14,8,31257,-1178,-6481,8
7015,32767,-10473,6,30646,-1580,-5630,7
5714,32767,-12192,8,30690,-1544,-5685,7
1299,32767,-18654,6,30686,-1448,-5887,7
-8737,32767,-31609,7,31461,-909,-8468,7
-16628,19248,-32768,7,32767,314,-16036,6
-12103,7176,-32768,7,32767,1562,-25337,8
-1390,-974,-32768,6,32767,2399,-30987,8
-325,-2153,-32768,6,32767,3923,-32768,7
5793,-5037,-32768,7,32767,1802,-32768,7
17279,-6099,-32266,7,14769,-16519,-28941,7
18759,-6009,-31038,7,-5390,-32768,-3381,6
11411,-5724,-32768,5,797,-31016,20319,7
5249,-4761,-32768,7,4938,-9840,32767,8
-1322,-1022,-32768,7,-5339,9478,32767,8
-3051,530,-32768,7,-5340,9895,32767,7
-8992,6507,-32768,6,-7120,12610,32767,8
-15838,23225,-32768,7,-11366,16256,32767,7
606,32767,-17747,8,-15601,17311,32767,9
14828,30420,8670,6,-16479,17289,32767,7
-8275,-8383,32767,7,-9752,15280,32767,8
-32768,-16214,32767,7,-5248,9646,32767,8
-32768,-15689,32767,7,-3531,6450,32767,8
-32768,-14410,32767,9,3926,-5482,32767,8
-32768,-12397,32767,9,2805,-30035,19296,6
17509,29019,5419,9,-11,-28087,-23792,6
-16169,18157,-32768,8,-3257,-32230,-14560,9
16683,29346,18999,7,-5455,-32768,-11203,9
17120,30193,5537,7,-513,-30997,-18322,6
3704,32767,-11611,7,-5441,-32768,-11896,7
7272,32767,-13074,6,-5261,-32768,-11303,8
8745,32767,-9352,9,-4941,-32768,-12140,7
8328,32767,-7936,7,-5010,-32768,-12465,6
8276,32767,-7932,7,-5013,-32768,-12522,7
8266,32767,-7911,7,-4984,-32768,-12561,6
8258,32767,-7927,7,-4988,-32768,-12590,6
8267,32767,-7930,8,-4978,-32768,-12593,7
8274,32767,-7933,7,-4972,-32768,-12610,7
8275,32767,-7933,7,-4963,-32768,-12610,8
8271,32767,-7918,7,-4969,-32768,-12602,8
8268,32767,-7924,6,-4980,-32768,-12607,6
8258,32767,-7924,7,-4967,-32768,-12610,7
8248,32767,-8001,5,-4957,-32768,-13077,8
7496,32767,-9142,5,-4621,-32768,-13948,8
6543,32767,-11628,8,-4134,-32768,-15164,7
40,32767,-21056,7,-1929,-31793,-18108,7
-9962,31799,-32768,6,4229,-26873,-24958,8
-16413,16506,-32768,9,12736,-17834,-31938,7
-8203,4481,-32768,6,23544,-8511,-32768,6
9655,-5647,-32768,7,29085,-3808,-32768,8
9609,-5637,-32768,7,29922,-3509,-32768,6
9623,-5657,-32768,6,29918,-3503,-32768,8
10322,-5725,-32768,6,29246,-4068,-32768,6
12755,-5951,-32768,8,25105,-7441,-32768,8
16510,-6049,-32768,7,11347,-19579,-29979,7
21065,-5819,-26218,7,-1050,-31250,-17774,8
21599,-5777,-26294,6,-4807,-32768,-12332,7
20085,-5879,-27677,7,-4262,-32768,473,9
16928,-5957,-31788,6,856,-32044,15940,7
9145,-5539,-32768,9,4397,-22459,32767,7
869,-2590,-32768,7,206,3013,32767,8
-2313,508,-32768,9,-5198,9667,32767,6
-7874,4761,-32768,6,-6909,12304,32767,7
-16192,21095,-32768,6,-10533,15963,32767,7
-6286,32767,-24920,5,-15049,17249,32767,6
12026,32767,-347,6,-16392,17287,32767,10
5446,2320,32564,7,-10258,15689,32767,8
-32768,-16292,32767,8,-5878,10614,32767,8
-32768,-16099,32767,5,-4752,8718,32767,9
-32768,-15238,32767,7,-2060,4844,32767,9
-32768,-14355,32767,7,3041,-3773,32767,9
-32768,-12561,32767,9,5046,-20357,32767,7
-32768,-10076,32767,9,1313,-30626,16049,9
-32768,-17139,32767,6,-4749,-32768,-8670,6
-6884,29218,-32768,6,-2496,-31933,-16678,7
-8338,32767,-18053,7,-5304,-32768,-10530,7
17286,23715,14921,8,-3511,-32068,-16095,7
-1403,32767,-23473,9,-5111,-32768,-12130,7
13631,32602,-3730,8,-4658,-32683,-13407,6
9991,32767,-4571,8,-5038,-32768,-12322,5
8677,32767,-7231,8,-5104,-32768,-12301,7
8278,32767,-7897,6,-5078,-32768,-12366,6
8287,32767,-7870,7,-5042,-32768,-12434,7
8303,32767,-7894,8,-5038,-32768,-12484,7
8281,32767,-7891,7,-5010,-32768,-12556,7
8295,32767,-7903,7,-4990,-32768,-12582,7
8291,32767,-7889,8,-4990,-32768,-12598,9
8284,32767,-7889,5,-5000,-32768,-12621,9
8287,32767,-7878,6,-4994,-32768,-12624,7
8284,32767,-7907,7,-4996,-32768,-12624,6
8289,32767,-7893,8,-4991,-32768,-12638,6
8279,32767,-8110,8,-4962,-32768,-13148,8
5974,32767,-12186,8,-4654,-32768,-14150,7
1139,32767,-19452,7,-1506,-31570,-18661,7
-9084,32242,-32768,7,2584,-28442,-23342,7
-16274,19013,-32768,7,6926,-23041,-28046,8
-12491,7494,-32768,7,11279,-19193,-31115,7
984,-3041,-32768,5,13010,-17910,-31860,5
15730,-6014,-32768,8,11343,-19624,-30168,9
17572,-5990,-30896,8,7026,-23806,-26160,7
20658,-5797,-25212,8,478,-30334,-20025,8
21054,-5765,-25858,8,-4762,-32768,-12624,7
19078,-5897,-28877,6,-4748,-32768,-1816,6
16825,-5945,-32719,7,-619,-31919,17344,7
8361,-5413,-32768,7,4907,-19093,32767,9
156,-2159,-32768,7,-3666,7319,32767,10
-3393,2059,-32768,6,-6091,11138,32767,8
-14289,10348,-32768,7,-8157,14397,32767,8
-11774,30716,-32768,6,-11558,16307,32767,9
6676,32767,-9743,6,-17864,17315,32767,7
14326,32079,5817,7,-16174,17275,32767,9
16643,19247,21194,9,-12383,16564,32767,8
-13971,-14346,32767,9,-7209,12672,32767,8
-32768,-16274,32767,8,-5484,10064,32767,7
-32768,-15995,32767,6,-3986,6149,32767,7
-32768,-13711,32767,6,4656,-9840,32767,9
-32768,-9410,32767,7,2305,-29352,21330,8
-32768,-5293,32767,8,-4667,-32529,-16350,7
-32768,-9163,32767,7,18106,-12169,-32768,6
-32768,-12697,32767,7,32767,5531,-32768,7
-32768,-15955,32767,8,32767,1798,-27515,7
-22982,-14753,32767,6,32767,1373,-22388,8
12976,14371,21230,7,32513,-103,-11469,8
12566,32767,-6118,5,31176,-1234,-6306,6
2224,32767,-17467,7,30874,-1389,-5961,9
-7285,32767,-29744,4,31416,-962,-7679,7
-14313,25533,-32768,6,32544,198,-15151,6
-13957,8716,-32768,7,32767,1455,-24405,6
-1413,-1029,-32768,6,32767,2643,-32768,8
2214,-3562,-32768,6,32767,4767,-32768,7
11337,-5948,-32768,7,29646,-4039,-32768,8
22384,-5882,-25093,6,-3492,-32325,-13435,9
15326,-5999,-32768,7,-856,-32555,14607,7
6018,-4601,-32768,7,5162,-10487,32767,8
-1672,-623,-32768,7,-5142,9560,32767,8
-10053,6164,-32768,6,-7035,12422,32767,7
-16187,19525,-32768,7,-10255,15775,32767,7
-10355,31793,-32768,8,-12767,16732,32767,8
3971,32767,-13483,7,-17188,17325,32767,7
7393,32767,-8318,5,-17903,17313,32767,7
14825,31772,6879,8,-16493,17283,32767,6
15207,16560,23142,6,-12069,16418,32767,8
-21549,-14464,32767,8,-6909,12156,32767,7
-32768,-15995,32767,7,-3872,6937,32767,7
-32768,-13493,32767,7,4956,-14191,32767,5
-32768,-9692,32767,8,2316,-29324,18015,8
-32768,-5122,32767,6,-5348,-32768,-13236,8
-32768,-8560,32767,8,10794,-19072,-32355,6
-32768,-11498,32767,7,32767,4618,-32768,7
-32768,-15633,32767,7,32767,1563,-25842,7
-29092,-16322,32767,6,32767,1285,-23022,6
8447,8259,25040,8,32551,-63,-12640,8
9826,32767,-7937,7,31183,-1488,-5873,8
-4049,32767,-28069,8,31145,-1186,-6902,7
-16245,22852,-32768,6,32517,12,-15220,10
-13168,6140,-32768,6,32767,1554,-27251,10
-1627,-766,-32768,5,32767,2446,-31414,8
-1150,-1240,-32768,7,32767,2929,-32768,7
3171,-4081,-32768,8,32767,5546,-32768,8
12945,-5935,-32768,6,25518,-7424,-32768,8
21823,-5697,-23662,8,-5330,-32768,-9300,6
17324,-5988,-32768,6,-1498,-32342,15402,7
7370,-5215,-32768,8,5165,-10802,32767,9
-1801,-393,-32768,8,-5891,10812,32767,9
-14011,12489,-32768,7,-8259,14145,32767,8
-12095,30565,-32768,7,-13168,16805,32767,7
4621,32767,-12468,6,-17847,17322,32767,9
12102,32652,1599,6,-17004,17332,32767,8
12100,11101,30582,6,-12810,16421,32767,8
-32768,-17113,32767,5,-6961,12236,32767,7
-32768,-16139,32767,8,-4870,8916,32767,7
-32768,-15933,32767,8,859,1207,32767,8
1756,410,30235,7,-3249,-32768,-1732,9
-14217,23896,-32768,6,6889,-23975,-26583,9
10185,32767,10033,7,-5310,-32768,-7220,7
10896,32767,-8036,7,-2863,-31778,-16773,7
576,32767,-11540,7,-5428,-32768,-12608,8
6956,32767,-13270,7,-5108,-32768,-11903,6
8614,32767,-8264,6,-5006,-32768,-12288,7
8249,32767,-7990,7,-5040,-32768,-12401,9
8235,32767,-7956,6,-5024,-32768,-12499,9
8254,32767,-7969,8,-5006,-32768,-12564,7
8247,32767,-7951,8,-4986,-32768,-12598,7
8245,32767,-7942,3,-4980,-32768,-12617,8
8243,32767,-7954,7,-4975,-32768,-12613,9
8247,32767,-7958,9,-4973,-32768,-12626,8
8255,32767,-7981,8,-4963,-32768,-12629,9
8243,32767,-7957,10,-4981,-32768,-12626,8
8262,32767,-7971,6,-4995,-32768,-12660,8
8096,32767,-8382,7,-4601,-32594,-14251,8
7566,32767,-9474,6,-4006,-32462,-15364,8
3816,32767,-16738,6,-1950,-31704,-18247,9
-4682,32767,-27763,7,2805,-27403,-24335,7
-13741,27762,-32768,6,8148,-22085,-29185,6
-15587,11992,-32768,6,14529,-15957,-32768,7
-4225,45,-32768,7,20624,-10907,-32768,7
7210,-5403,-32768,5,26711,-6014,-32768,8
10470,-5734,-32768,7,27890,-5127,-32768,8
10180,-5724,-32768,8,28535,-4630,-32768,8
10250,-5742,-32768,7,28409,-4748,-32768,7
10969,-5824,-32768,6,27375,-5845,-32768,8
13301,-5965,-32768,6,23629,-9367,-32768,6
17001,-6027,-32170,5,13095,-17965,-30383,8
19635,-5892,-27224,7,2326,-28896,-21785,6
22361,-5628,-23415,8,-4076,-32392,-14667,7
21867,-5668,-24004,8,-5286,-32768,-9792,7
22738,-5134,-18873,5,-4597,-32768,788,7
18709,-5792,-27024,7,478,-31389,21117,8
10516,-5617,-32768,6,5106,-17009,32767,8
2169,-2955,-32768,8,-2688,5915,32767,9
792,-2676,-32768,7,-4965,9182,32767,9
-1256,-1118,-32768,6,-5270,9719,32767,9
-9564,7134,-32768,6,-7252,12787,32767,7
-15375,24817,-32768,7,-11262,16349,32767,9
2222,32767,-15377,8,-17876,17297,32767,8
15904,29334,11057,8,-15962,17240,32767,5
-7985,-8025,32767,9,-9107,14911,32767,11
-32768,-16157,32767,6,-5163,9230,32767,8
-32768,-16031,32767,8,-4791,8805,32767,8
-32768,-15641,32767,8,-2308,4984,32767,7
-32768,-16763,32767,7,4187,-24774,28529,8
9667,32767,-12738,7,4568,-26057,-25866,7
-14484,27487,-32768,9,1553,-31142,-17722,6
16348,17030,22051,7,-5270,-32491,-15412,10
-900,32767,-23660,8,-4503,-32768,-9641,7
12310,32767,663,7,-2973,-31825,-16750,7
5911,32767,-10160,7,-5181,-32768,-13062,6
7198,32767,-8613,6,-5152,-32768,-12331,7
8267,32767,-7921,6,-5022,-32768,-12448,6
8259,32767,-7913,7,-5010,-32768,-12524,8
8270,32767,-7905,9,-4998,-32768,-12552,7
8270,32767,-7939,7,-4980,-32768,-12562,8
8259,32767,-7956,8,-4984,-32768,-12553,7
8263,32767,-7937,7,-5002,-32768,-12596,7
8257,32767,-7931,6,-4974,-32768,-12563,8
8263,32767,-7938,7,-4982,-32768,-12597,10
8265,32767,-7932,8,-4983,-32768,-12571,10
8223,32767,-8022,7,-4974,-32768,-12611,7
7698,32767,-9105,7,-4289,-32553,-14953,6
6540,32767,-10872,8,-2280,-31705,-18005,9
418,32767,-20670,7,7289,-20724,-30258,9
-12181,29920,-32768,8,28708,-2362,-32768,7
-14510,7184,-32768,4,32767,5471,-32768,7
-1843,-727,-32768,7,32767,2474,-31547,9
-2766,176,-32768,7,32767,1528,-24438,9
-2738,176,-32768,6,32767,1540,-24467,8
-2751,156,-32768,6,32767,1554,-24509,8
-2736,172,-32768,8,32767,1554,-24556,8
-2746,170,-32768,7,32767,1558,-24657,8
-2759,158,-32768,7,32767,1574,-24787,8
-2754,146,-32768,7,32767,1600,-24981,9
-2729,160,-32768,7,32767,1591,-24941,5
-2789,212,-32768,4,32767,1617,-25311,8
-5894,3613,-32768,7,32767,4433,-32768,8
-5260,32767,-10576,6,-5112,-32768,-5534,7
-3780,-4843,32767,6,2856,-28347,25212,8
-3511,32767,-28231,7,-3274,-31726,-24241,7
11251,32767,992,7,-3927,-32423,-10504,8
14438,32352,-6867,8,-4494,-32389,-14485,8
10426,32767,-2616,6,-4874,-32768,-13298,8
7786,32767,-7447,5,-5123,-32768,-12138,8
7798,32767,-7925,8,-5135,-32768,-12085,10
8215,32767,-7990,7,-5053,-32768,-12283,7
8207,32767,-8003,9,-5033,-32768,-12350,9
8211,32767,-7969,8,-5012,-32768,-12414,7
8205,32767,-7993,8,-4975,-32768,-12502,7
8209,32767,-8006,7,-4975,-32768,-12532,8
8226,32767,-8010,8,-4961,-32768,-12582,8
8214,32767,-7985,7,-4963,-32768,-12583,8
8563,32767,-7336,8,-5011,-32768,-12256,7
8781,32767,-7077,8,-5222,-32768,-11056,8
8270,32767,-8251,6,-5386,-32768,-8216,7
6128,32767,-12142,7,-3378,-32768,6194,9
1455,32767,-18255,6,1699,-29738,22965,7
-3336,32767,-25274,7,5092,-13843,32767,8
-7853,32767,-30781,6,510,4077,32767,8
-11254,32075,-32768,8,-9958,16549,32767,9
-11023,31866,-32768,7,-14206,17030,32767,8
-9766,32335,-32768,8,-13711,16932,32767,8
-7556,32767,-30491,8,-14067,17022,32767,9
-3671,32767,-24667,7,-15811,17272,32767,10
2288,32767,-16825,6,-17780,17307,32767,9
5703,32767,-12354,6,-18211,17305,32767,9
6258,32767,-10825,7,-18119,17327,32767,9
11253,32767,-2540,9,-17748,17331,32767,8
17527,22622,18323,7,-14178,17018,32767,9
-9030,-8538,32767,5,-9337,14579,32767,8
-32768,-16093,32767,8,-4771,6814,32767,9
-32768,-13338,32767,8,4785,-11009,32767,8
-32768,-9467,32767,9,-89,-32199,12168,7
-32768,-5347,32767,7,-1899,-31391,-19625,7
-32768,-8356,32767,8,12187,-17887,-32765,7
-32768,-11240,32767,7,32233,901,-32768,6
-32768,-14186,32767,7,32767,4431,-32768,8
-32768,-15524,32767,8,32767,1886,-28910,8
-32768,-16522,32767,7,32767,1834,-26493,6
-25975,-16200,32767,8,32767,1137,-22036,9
2413,-347,31932,9,32740,154,-14316,6
17788,28972,9869,7,31580,-822,-8008,9
7689,32767,-12070,8,30159,-2062,-5458,8
-4494,32767,-27794,8,30449,-1723,-5511,7
-13007,29206,-32768,8,31635,-537,-9204,7
-15907,13984,-32768,5,32767,654,-20900,7
-3543,738,-32768,7,32767,3809,-32768,8
5497,-5007,-32768,7,32767,3793,-32768,9
13940,-5987,-32768,7,21980,-10137,-32768,7
21177,-5740,-26865,8,-3695,-32314,-14071,7
16740,-5971,-32768,7,-2584,-32768,7782,7
9589,-5596,-32768,8,3299,-24976,31834,11
1862,-3273,-32768,7,1782,2887,32767,8
-2588,296,-32768,5,-5091,9446,32767,7
-7696,4689,-32768,8,-6459,11633,32767,5
-15729,14603,-32768,7,-7882,13654,32767,9
-13458,30325,-32768,7,-11386,16253,32767,8
778,32767,-14894,7,-16075,17268,32767,10
12866,32767,774,5,-16677,17293,32767,7
17768,25333,18449,7,-13188,16772,32767,7
-8991,-8436,32767,7,-8057,13780,32767,8
-32768,-16271,32767,6,-5111,9382,32767,8
-32768,-16048,32767,8,-3795,6847,32767,10
-32768,-14739,32767,8,272,939,32767,6
-32768,-11782,32767,7,4935,-19784,31232,9
-32768,-7320,32767,7,-1248,-32768,4265,8
-32768,-5466,32767,8,-2009,-31415,-20825,8
-32768,-8625,32767,7,18902,-11644,-32768,7
-32768,-12056,32767,7,32767,5234,-32768,8
-32768,-15145,32767,8,32767,2070,-27905,7
-32768,-16905,32767,8,32767,1932,-27781,8
-18506,-12423,32767,9,32767,1235,-21885,9
7401,6846,24115,7,32767,12,-14307,9
17331,30280,7418,6,31447,-1050,-6235,7
5337,32767,-15332,8,30189,-1883,-5426,7
-6081,32767,-30553,7,31281,-1072,-7930,8
-15774,23936,-32768,6,32594,98,-14261,7
-12139,7217,-32768,7,32767,975,-20987,7
-1843,-1064,-32768,7,32767,2224,-30685,7
2545,-3834,-32768,9,32767,5428,-32768,7
10403,-5758,-32768,7,24592,-8034,-32768,8
21863,-5682,-24464,6,-5001,-32768,-10247,7
14216,-5960,-32768,6,-281,-31103,20179,8
4306,-4439,-32768,6,4847,-9101,32767,7
-2226,-231,-32768,8,-4980,9235,32767,10
-7615,4655,-32768,7,-6270,11355,32767,9
-15792,14902,-32768,8,-8155,14027,32767,9
-15534,25901,-32768,4,-11414,16268,32767,8
-5600,32767,-25187,6,-15434,17225,32767,9
6268,32767,-11307,8,-18044,17324,32767,9
10499,32767,-3910,8,-16800,17330,32767,9
17483,28892,13877,6,-13901,16951,32767,9
1614,-1887,32767,7,-10625,15585,32767,8
-32768,-16341,32767,7,-6408,10925,32767,8
-32768,-15367,32767,8,-3268,6082,32767,10
-32768,-13694,32767,6,4868,-11724,32767,9
-32768,-9830,32767,8,939,-31132,16311,8
-32768,-5112,32767,7,-4977,-32768,-15194,8
-32768,-7044,32767,8,9100,-20848,-30978,8
