hx_x,hx_y,hx_z,hx_temp,hy_x,hy_y,hy_z,hy_temp
4423,-24764,-2383,27,11756,-23331,2752,34
4436,-24770,-2384,25,11782,-23317,2753,35
4444,-24770,-2399,27,11746,-23301,2728,34
4438,-24758,-2411,27,11764,-23289,2733,34
4453,-24750,-2385,24,11748,-23315,2750,36
4438,-24772,-2379,27,11744,-23311,2746,35
4434,-24756,-2388,25,11742,-23301,2731,35
4440,-24748,-2384,25,11752,-23305,2739,33
4448,-24764,-2388,24,11756,-23301,2743,33
4452,-24754,-2391,25,11766,-23307,2730,33
4446,-24762,-2405,24,11758,-23311,2754,35
4446,-24744,-2384,25,11752,-23329,2740,35
4448,-24754,-2384,25,11750,-23298,2728,35
4442,-24746,-2392,26,11758,-23313,2720,34
4446,-24758,-2373,24,11766,-23315,2743,35
4464,-24764,-2376,26,11756,-23297,2733,35
4452,-24768,-2369,25,11756,-23303,2733,33
4440,-24752,-2376,25,11764,-23309,2734,33
4444,-24768,-2379,26,11768,-23323,2739,36
4452,-24758,-2383,25,11766,-23297,2736,34
4442,-24766,-2387,26,11760,-23301,2734,34
4444,-24758,-2379,26,11754,-23280,2742,35
4449,-24758,-2403,25,11770,-23309,2701,34
4451,-24784,-2394,23,11752,-23543,2744,33
4459,-24762,-2378,24,11764,-23309,2726,34
4443,-24788,-2380,25,11760,-23293,2740,34
4446,-24766,-2403,25,11758,-23295,2748,33
4444,-24766,-2401,26,11750,-23283,2742,33
4454,-24746,-2399,25,11758,-23317,2750,35
4456,-24734,-2374,25,11754,-23291,2747,33
4442,-24768,-2399,26,11768,-23307,2748,35
4442,-24752,-2408,26,11754,-23319,2752,34
4450,-24750,-2408,25,11760,-23301,2744,34
4446,-24780,-2389,27,11758,-23295,2751,34
4442,-24760,-2400,25,11760,-23306,2751,34
4450,-24750,-2400,26,11764,-23321,2732,33
4456,-24772,-2417,24,11766,-23287,2737,35
4454,-24756,-2409,24,11778,-23297,2756,35
4472,-24756,-2399,26,11764,-23281,2739,32
4462,-24758,-2383,24,11768,-23307,2739,34
4456,-24754,-2383,26,11762,-23285,2750,33
4452,-24764,-2394,24,11764,-23281,2730,33
4452,-24756,-2385,26,11762,-23317,2733,34
4446,-24744,-2390,26,11758,-23283,2738,34
4470,-24758,-2418,25,11766,-23295,2724,34
4452,-24766,-2400,24,11770,-23305,2725,32
4451,-24772,-2390,25,11754,-23293,2748,33
4439,-24766,-2399,25,11754,-23275,2734,34
4461,-24732,-2396,25,11768,-23305,2751,33
4455,-24776,-2410,27,11746,-23291,2754,35
4439,-24742,-2394,25,11762,-23305,2728,33
4450,-24792,-2398,27,11770,-23297,2755,35
4449,-24766,-2410,25,11760,-23305,2755,35
4459,-24758,-2387,26,11752,-23277,2747,35
4449,-24766,-2406,26,11756,-23313,2723,33
4439,-24768,-2415,25,11754,-23295,2753,34
4437,-24762,-2411,25,11750,-23295,2731,35
4461,-24764,-2408,26,11772,-23303,2757,33
4443,-24766,-2407,25,11762,-23551,2727,33
4459,-24752,-2398,26,11760,-23311,2741,35
4457,-24774,-2416,25,11758,-23293,2739,32
4459,-24766,-2414,25,11762,-23301,2723,35
4439,-24772,-2410,26,11740,-23293,2764,34
4453,-24760,-2406,26,11760,-23309,2750,35
4445,-24744,-2420,24,11752,-23301,2731,34
4451,-24754,-2383,24,11780,-23325,2745,35
4465,-24758,-2402,25,11752,-23321,2729,35
4459,-24760,-2403,25,11764,-23308,2739,37
4456,-24778,-2413,25,11754,-23309,2727,34
4446,-24760,-2433,26,11764,-23301,2731,34
4455,-24784,-2420,27,11752,-23303,2732,34
4449,-24762,-2416,26,11768,-23331,2738,35
4441,-24762,-2403,26,11772,-23305,2759,37
4463,-24772,-2411,25,11754,-23283,2713,33
4451,-24754,-2386,24,11762,-23309,2720,35
4447,-24756,-2414,24,11762,-23315,2722,36
4437,-24768,-2391,24,11760,-23305,2752,35
4457,-24778,-2406,25,11752,-23301,2739,35
4447,-24752,-2386,25,11746,-23293,2746,34
4441,-24764,-2406,23,11752,-23286,2725,34
4445,-24744,-2382,25,11760,-23301,2714,34
4447,-24746,-2423,25,11746,-23321,2734,33
4435,-24752,-2408,24,11750,-23301,2725,34
4453,-24770,-2382,26,11748,-23293,2729,36
4439,-24780,-2381,26,11756,-23301,2734,34
4459,-24746,-2393,26,12012,-23307,2749,34
4443,-24758,-2380,24,11770,-23303,2732,34
4443,-24750,-2380,25,11754,-23287,2745,34
4447,-24754,-2405,25,11744,-23289,2736,32
4454,-24744,-2398,25,11750,-23297,2740,33
4448,-24760,-2400,25,11746,-23295,2722,35
4446,-24752,-2400,25,11754,-23318,2737,37
4460,-24754,-2396,25,11746,-23303,2743,33
4468,-24746,-2384,26,11752,-23279,2735,32
4458,-24756,-2393,25,11754,-23303,2730,34
4450,-24778,-2401,25,11760,-23297,2743,33
4450,-24750,-2384,26,11754,-23547,2740,35
4452,-24762,-2394,25,11750,-23299,2727,34
4456,-24758,-2383,23,11762,-23309,2760,36
4460,-24764,-2397,27,11774,-23301,2731,34
4452,-24772,-2396,25,11760,-23297,2736,34
4444,-24762,-2397,26,11766,-23301,2745,34
4462,-24768,-2387,26,11764,-23333,2734,33
4450,-24762,-2400,27,11780,-23299,2746,36
4442,-24760,-2408,25,11758,-23305,2715,35
4454,-24768,-2410,26,11764,-23303,2751,35
4458,-24764,-2388,25,11764,-23311,2738,34
4452,-24772,-2392,25,11762,-23295,2755,35
4454,-24766,-2407,27,11766,-23301,2722,33
4466,-24762,-2404,24,11760,-23293,2701,33
4448,-24764,-2388,25,11756,-23303,2751,35
4462,-24756,-2404,26,11762,-23289,2726,33
4444,-24760,-2388,24,11760,-23309,2750,34
4442,-24766,-2373,26,11752,-23307,2737,34
4438,-24766,-2415,25,11756,-23277,2751,33
4452,-24762,-2403,25,11762,-23301,2744,36
4435,-24764,-2423,25,11762,-23279,2719,33
4447,-24760,-2404,25,11756,-23299,2722,35
4445,-24742,-2399,25,11764,-23299,2720,35
4449,-24764,-2414,25,11772,-23296,2738,35
4439,-24752,-2406,26,11766,-23308,2737,35
4449,-24770,-2418,26,11772,-23303,2755,34
4443,-24774,-2412,25,11762,-23301,2754,35
4457,-24772,-2423,26,11768,-23275,2742,33
4443,-24772,-2418,24,11758,-23291,2748,34
4445,-24754,-2392,25,11756,-23287,2729,35
4453,-24760,-2390,23,11748,-23281,2738,35
4457,-24766,-2416,25,11766,-23305,2744,35
4463,-24752,-2410,26,11756,-23289,2759,32
4443,-24748,-2404,24,11782,-23304,2753,36
4453,-24772,-2405,24,11760,-23279,2741,33
4443,-24752,-2413,27,11756,-23283,2758,35
4456,-24758,-2420,25,11768,-23279,2760,35
4444,-24762,-2421,24,11752,-23285,2722,35
4433,-24760,-2415,26,11756,-23299,2741,34
4445,-24766,-2406,26,11768,-23285,2735,34
4459,-24756,-2420,24,11770,-23297,2756,34
4456,-24746,-2413,25,11756,-23279,2741,33
4450,-24776,-2416,25,11774,-23297,2742,35
4450,-24754,-2413,24,11766,-23279,2724,34
4443,-24770,-2398,25,11766,-23285,2723,34
4452,-24776,-2396,27,11758,-23305,2741,34
4437,-24770,-2395,26,11744,-23289,2728,33
4443,-24766,-2407,25,11762,-23301,2732,34
4435,-24774,-2403,25,11754,-23300,2751,35
4453,-24752,-2419,25,11756,-23311,2748,36
4433,-24754,-2410,25,11764,-23287,2756,33
4445,-24772,-2410,24,11760,-23303,2746,35
4439,-24758,-2412,26,11770,-23301,2728,34
4453,-24738,-2411,25,11760,-23301,2726,35
4465,-24750,-2409,25,11758,-23323,2753,34
4461,-24776,-2408,26,11768,-23289,2735,35
4465,-24750,-2403,24,11762,-23043,2734,33
4453,-24766,-2412,26,11756,-23297,2754,34
4471,-24758,-2408,24,11758,-23285,2728,34
4465,-24762,-2408,26,11760,-23311,2731,35
4461,-24766,-2412,27,11760,-23303,2725,33
4459,-24774,-2422,27,11764,-23307,2743,33
4457,-24768,-2413,25,11756,-23305,2731,34
4451,-24744,-2402,26,11772,-23045,2736,35
4447,-24768,-2406,27,11754,-23294,2739,36
4439,-24758,-2426,25,11754,-23297,2722,34
4449,-24778,-2414,26,11768,-23546,2723,35
4449,-24760,-2401,23,11780,-23302,2713,36
4453,-24748,-2410,24,11756,-23287,2724,34
4437,-24772,-2378,25,11768,-23305,2745,35
4459,-24768,-2420,24,11774,-23295,2727,32
4441,-24756,-2422,24,11762,-23289,2731,33
4447,-24758,-2419,26,11748,-23307,2716,35
4461,-24758,-2406,26,11774,-23309,2714,34
4465,-24760,-2415,26,11758,-23297,2735,36
4427,-24784,-2484,25,11748,-23279,2735,33
4216,-25080,-2743,25,11764,-23305,2721,34
3788,-24973,-3270,26,11816,-23313,2816,36
3389,-25065,-3716,24,11817,-23329,2819,36
2020,-25439,-5339,23,11810,-23389,2858,34
-694,-26046,-8411,26,11808,-23496,2903,34
-5000,-26668,-13184,25,11348,-23914,2400,32
-10017,-26712,-19227,25,10320,-24618,1429,34
-16077,-22514,-24553,26,9573,-25260,521,33
-16270,-21883,-24829,25,9713,-25109,1243,31
-16394,-21993,-25029,24,10328,-24865,1610,33
-16500,-22161,-25129,25,10746,-24688,2020,33
-16508,-21641,-25103,25,10757,-24727,2007,34
-16514,-21986,-25107,26,10746,-24737,2020,36
-16512,-21793,-25119,25,10738,-24727,2024,36
-16527,-21768,-25134,24,10742,-24711,2012,35
-16524,-21797,-25147,26,10733,-24717,2019,33
-16585,-21970,-25204,26,10744,-24723,2029,34
-16629,-21604,-25255,27,10740,-24719,2021,34
-16659,-21398,-25338,25,10745,-24682,1997,33
-16703,-21366,-25338,27,10744,-24721,2039,33
-16708,-21360,-25382,24,10749,-24721,2046,34
-16751,-21795,-25412,25,10740,-24725,2019,34
-16732,-21173,-25402,23,10754,-24715,2009,34
-16766,-21802,-25415,23,10747,-24709,2040,34
-16762,-21547,-25420,24,10749,-24717,2037,34
-16777,-21369,-25439,25,10741,-24717,2051,33
-16783,-21820,-25452,25,10741,-24705,2040,35
-16776,-21582,-25453,24,10746,-24721,2040,34
-16794,-21605,-25507,25,10760,-24709,2042,35
-16787,-21578,-25525,26,10765,-24684,2052,33
-16830,-21212,-25503,25,10751,-24691,2062,34
-16840,-21586,-25548,25,10767,-24709,2066,34
-16853,-21236,-25561,23,10775,-24723,2067,34
-16857,-21394,-25580,26,10781,-24729,2085,34
-16851,-21439,-25579,25,10769,-24717,2089,34
-16869,-21597,-25570,26,10773,-24691,2070,34
-16871,-21189,-25560,25,10763,-24697,2084,34
-16869,-21386,-25563,25,10764,-24699,2076,35
-16881,-21382,-25575,25,10757,-24688,2092,33
-16885,-21824,-25621,25,10764,-24709,2078,35
-16641,-21406,-25606,25,10765,-24691,2094,34
-16903,-21601,-25605,25,10768,-24709,2108,34
-16899,-20788,-25623,24,10773,-24682,2078,33
-16903,-21955,-25594,27,10776,-24673,2070,34
-16913,-21376,-25625,25,10764,-24695,2098,34
-16906,-21176,-25605,24,10770,-24711,2103,34
-16904,-21575,-25617,23,10766,-24713,2085,35
-16903,-21159,-25608,25,10779,-24688,2073,34
-16916,-21599,-25589,24,10777,-24674,2100,33
-16902,-21612,-25597,26,10795,-24684,2092,33
-16915,-21409,-25593,23,10773,-24705,2070,33
-16893,-21573,-25609,24,10785,-24721,2086,34
-16905,-21008,-25615,25,10771,-24676,2101,32
-16903,-21787,-25641,27,10796,-24713,2087,34
-16913,-20817,-25631,25,10785,-24679,2092,34
-16911,-21573,-25632,24,10792,-24699,2081,35
-16905,-21565,-25600,24,10769,-24697,2078,33
-16915,-21410,-25625,24,10781,-24686,2090,33
-16906,-21184,-25607,24,10791,-24695,2087,32
-16915,-21406,-25631,24,10764,-24687,2099,34
-16925,-21257,-25617,26,10791,-24721,2088,36
-16915,-21193,-25620,23,10775,-24688,2084,33
-16909,-21438,-25624,25,10784,-24693,2092,35
-16923,-21061,-25637,24,10778,-24731,2098,35
-16929,-21187,-25641,25,10793,-24695,2076,35
-16919,-21400,-25627,26,10767,-24693,2094,34
-16917,-21235,-25642,25,10777,-24693,2088,33
-16914,-21201,-25641,25,10771,-24697,2101,34
-16917,-21392,-25649,25,10777,-24697,2087,33
-16927,-21224,-25617,27,10789,-24703,2071,34
-16915,-21207,-25644,24,10782,-24711,2070,35
-16919,-21203,-25612,24,10775,-24668,2092,32
-16904,-21606,-25637,23,10759,-24668,2092,33
-16923,-21615,-25622,26,10773,-24678,2083,34
-16924,-21380,-25646,25,10756,-24671,2078,34
-16926,-20995,-25636,24,10766,-24699,2089,35
-16910,-21012,-25654,26,10768,-24721,2101,35
-16920,-21400,-25628,26,10766,-24674,2089,33
-16914,-21395,-25614,26,10789,-24713,2084,36
-16912,-21260,-25618,24,10775,-24701,2087,34
-16916,-21794,-25623,24,10783,-24717,2078,34
-16936,-21385,-25626,25,10777,-24693,2084,33
-16924,-20813,-25630,26,10774,-24701,2076,35
-16906,-21635,-25615,25,10771,-24701,2075,34
-16932,-21029,-25630,22,10769,-24695,2096,36
-16931,-21416,-25624,25,10767,-24711,2085,34
-16917,-21014,-25658,24,10781,-24693,2066,34
-16911,-21607,-25371,25,10794,-24723,2098,35
-16899,-21407,-25616,24,10775,-24683,2111,34
-16911,-21420,-25621,24,10793,-24713,2066,34
-16914,-21198,-25629,24,10781,-24683,2093,35
-16925,-21002,-25631,25,10793,-24707,2101,35
-16914,-21393,-25635,23,10781,-24693,2086,35
-16917,-21370,-25634,25,10775,-24705,2100,34
-16912,-21571,-25648,23,10784,-24699,2089,35
-16907,-21607,-25646,24,10773,-24670,2113,34
-16911,-21193,-25639,26,10765,-24709,2095,34
-16913,-21398,-25655,26,10757,-24699,2094,33
-16915,-20661,-25620,25,10781,-24693,2085,33
-16927,-21245,-25623,23,10783,-24679,2096,33
-16914,-21805,-25637,25,10769,-24701,2102,34
-16928,-21206,-25616,25,10787,-24711,2089,33
-16922,-21352,-25633,24,10789,-24729,2082,33
-16920,-21341,-25617,24,10769,-24687,2091,33
-16914,-21398,-25636,26,10785,-24721,2089,33
-16912,-21418,-25648,24,10777,-24713,2092,34
-16912,-21416,-25655,25,10777,-24725,2081,33
-16908,-21604,-25637,25,10765,-24721,2092,35
-16912,-21020,-25618,27,10759,-24717,2088,33
-16914,-21599,-25651,24,10771,-24705,2103,34
-16906,-21380,-25622,25,10779,-24711,2078,34
-16894,-21038,-25657,25,10784,-24705,2100,35
-16919,-21411,-25647,26,10783,-24731,2098,35
-16921,-21418,-25616,26,10776,-24697,2081,35
-16913,-21199,-25634,26,10773,-24701,2071,33
-16903,-20996,-25609,25,10783,-24701,2089,33
-16921,-21423,-25635,27,10769,-24711,2079,35
-16911,-21224,-25618,26,10759,-24715,2086,32
-16907,-21613,-25632,24,10773,-24701,2111,35
-16915,-21396,-25619,26,10765,-24711,2092,33
-16899,-21959,-25622,24,10781,-24707,2107,35
-16895,-21398,-25622,26,10783,-24703,2062,35
-16897,-21195,-25605,24,10777,-24697,2099,34
-16897,-21201,-25616,24,10767,-24711,2117,34
-16909,-21577,-25596,26,10755,-24703,2105,34
-16907,-21810,-25617,25,10777,-24733,2095,36
-16895,-21437,-25624,26,10773,-24709,2087,35
-16910,-21422,-25603,25,10783,-24687,2084,33
-16914,-21606,-25597,25,10785,-24693,2099,34
-16905,-21386,-25622,23,10765,-24693,2101,34
-16903,-21191,-25615,25,10775,-24705,2087,34
-16905,-21283,-25645,25,10783,-24701,2089,34
-16907,-20797,-25623,25,10791,-24711,2084,34
-16903,-20908,-25611,25,10775,-24685,2097,33
-16913,-21394,-25621,25,10789,-24713,2095,34
-16893,-21368,-25630,24,10782,-24721,2088,36
-16889,-21444,-25628,24,10791,-24721,2084,35
-16895,-21595,-25594,26,10786,-24719,2091,33
-16887,-21377,-25614,24,10772,-24701,2093,36
-16911,-21597,-25628,26,10770,-24693,2082,36
-16901,-21393,-25623,24,10777,-24693,2109,35
-16911,-21396,-25628,25,10769,-24693,2073,35
-16899,-21398,-25609,24,10767,-24679,2093,34
-16917,-21231,-25632,26,10785,-24672,2086,34
-16917,-21621,-25620,26,10768,-24719,2103,35
-16901,-21613,-25617,24,10786,-24697,2086,36
-16919,-21608,-25641,26,10775,-24690,2086,32
-16891,-21658,-25621,23,10773,-24701,2084,34
-16904,-21006,-25624,26,10781,-24723,2079,34
-16906,-21595,-25610,26,10769,-24725,2099,34
-16912,-21424,-25626,23,10789,-24721,2091,34
-16904,-21181,-25600,23,10773,-24699,2076,34
-16914,-21190,-25631,25,10777,-24713,2092,33
-16914,-21674,-25644,27,10780,-24737,2091,36
-16904,-21231,-25633,26,10778,-24703,2070,35
-16900,-21024,-25620,26,10777,-24721,2063,35
-16909,-21613,-25609,26,10778,-24697,2086,36
-16895,-20975,-25623,27,10788,-24713,2073,35
-16902,-21225,-25630,26,10779,-24691,2088,34
-16908,-21221,-25621,26,10770,-24733,2090,34
-16908,-21054,-25625,24,10756,-24711,2072,34
-16896,-21603,-25611,24,10780,-24701,2082,35
-16910,-20822,-25616,25,10783,-24717,2115,34
-16648,-21396,-25602,24,10777,-24707,2091,34
-16908,-21579,-25625,25,10783,-24699,2069,33
-16903,-21950,-25622,24,10765,-24701,2090,35
-16883,-21784,-25608,25,10786,-24699,2099,34
-16897,-21603,-25611,25,10774,-24697,2102,34
-16903,-21619,-25623,24,10780,-24701,2069,35
-16909,-21464,-25618,24,10787,-24684,2081,33
-16907,-21203,-25626,24,10759,-24684,2087,34
-17145,-21623,-25613,24,10775,-24707,2087,34
-16905,-21412,-25611,25,10765,-24686,2080,34
-16891,-20621,-25621,25,10782,-24691,2075,35
-16908,-21274,-25615,23,10762,-24684,2076,33
-16897,-21404,-25614,25,10779,-24688,2078,34
-16905,-21195,-25602,25,10773,-24717,2085,34
-16916,-21997,-25608,23,10771,-24709,2091,33
-16906,-21605,-25607,24,10772,-24705,2086,35
-16902,-21609,-25609,24,10784,-24687,2070,35
-16910,-21610,-25629,25,10774,-24725,2092,35
-17145,-21207,-25577,22,10789,-24701,2084,35
-16898,-21396,-25589,25,10782,-24695,2106,36
-16900,-21660,-25596,23,10783,-24691,2080,34
-16892,-21625,-25640,26,10782,-24721,2089,35
-16908,-21608,-25626,26,10791,-24702,2092,33
-16906,-21434,-25621,25,10763,-24725,2091,34
-16911,-21215,-25601,24,10789,-24721,2102,34
-16913,-21012,-25617,25,10795,-24707,2098,35
-17135,-20996,-25611,24,10800,-24713,2076,35
-16893,-21590,-25613,23,10783,-24691,2091,34
-16904,-21414,-25628,25,10783,-24709,2083,33
-16902,-21666,-25624,25,10789,-24707,2088,36
-16894,-21408,-25635,25,10784,-24711,2082,34
-16886,-21811,-25612,25,10770,-24709,2103,36
-16902,-21412,-25635,25,10778,-24717,2090,34
-16900,-21386,-25630,25,10778,-24723,2081,37
-16885,-20823,-25622,23,10789,-24709,2095,33
-16655,-21040,-25617,26,10776,-24709,2081,34
-16893,-21824,-25619,25,10786,-24717,2082,36
-16913,-21227,-25603,24,10789,-24699,2100,33
-16899,-21050,-25597,25,10773,-24688,2094,34
-16901,-21209,-25611,25,10774,-24717,2079,34
-16919,-21628,-25632,27,10785,-24686,2095,33
-16899,-21205,-25600,25,10772,-24723,2091,34
-16894,-21605,-25603,25,10780,-24701,2085,35
-16892,-21826,-25611,24,10792,-24713,2093,38
-16644,-21432,-25576,26,10777,-24688,2074,34
-16858,-21196,-25562,24,10786,-24701,2085,36
-16866,-21366,-25555,25,10773,-24707,2077,34
-16812,-21434,-25510,26,10789,-24713,2099,35
-16830,-21635,-25519,26,10794,-24693,2124,36
-16723,-22191,-25316,26,10921,-24638,2265,37
-16396,-22109,-24872,25,11275,-24463,2755,33
-16185,-22214,-24613,24,12161,-24109,3726,35
-15850,-23047,-23978,23,13283,-23576,4748,35
-14381,-25650,-22078,25,14142,-23039,5779,36
-12278,-27285,-19653,26,15343,-22468,6826,34
-5601,-27061,-8819,27,15222,-22275,6185,33
14713,-20775,9373,26,9542,-23944,-40,35
9232,-23296,1395,26,10551,-23538,2358,35
-1107,-26144,-7985,25,12875,-23037,3363,35
8412,-23483,1678,25,11459,-23327,2284,35
2562,-25254,-3963,23,12052,-23196,2987,33
3643,-24987,-3465,23,11921,-23265,2865,35
4917,-24702,-2320,25,11925,-23216,2837,35
4443,-24766,-2449,24,11915,-23238,2834,33
4385,-24798,-2429,25,11919,-23242,2839,34
4399,-24788,-2446,24,11903,-23250,2824,34
4385,-24782,-2457,27,11911,-23248,2842,34
4377,-24782,-2456,24,11915,-23252,2826,34
4399,-24780,-2439,25,11913,-23241,2834,34
4385,-24772,-2464,23,11921,-23236,2838,32
4391,-24756,-2440,25,11921,-23236,2827,33
4395,-24792,-2422,25,11909,-23244,2838,34
4403,-24772,-2450,25,11917,-23273,2827,34
4393,-24774,-2435,26,11907,-23250,2836,34
4395,-24782,-2442,25,11915,-23246,2827,35
4397,-24782,-2436,24,11911,-23246,2843,32
4401,-24780,-2474,25,11915,-23265,2846,35
4393,-24786,-2451,24,11919,-23244,2838,35
4399,-24792,-2432,25,11929,-23252,2857,35
4399,-24788,-2456,27,11911,-23252,2839,33
4397,-24774,-2434,24,11917,-23242,2820,35
4388,-24782,-2456,23,11911,-23264,2842,36
4397,-24776,-2460,25,11903,-23256,2860,34
4401,-24784,-2450,25,11907,-23226,2844,34
4413,-24766,-2443,26,11913,-23256,2851,36
4393,-24794,-2444,26,11909,-23257,2844,34
4409,-24784,-2448,25,11921,-23248,2848,36
4399,-24778,-2430,27,11909,-23236,2846,34
4409,-24758,-2443,25,11925,-23252,2828,34
4381,-24772,-2462,25,11921,-23230,2837,34
4389,-24768,-2442,24,11915,-23254,2827,36
4383,-24784,-2449,26,11903,-23259,2862,32
4411,-24782,-2432,25,11911,-23240,2854,35
4391,-24784,-2444,27,11937,-23246,2865,35
4393,-24792,-2436,25,11915,-23252,2870,35
4385,-24764,-2441,27,11913,-23242,2845,35
4405,-24794,-2438,25,11911,-23238,2835,35
4393,-24790,-2446,27,11917,-23265,2851,36
4381,-24794,-2441,24,11897,-23229,2863,33
4403,-24778,-2432,24,11933,-23240,2857,35
4403,-24778,-2444,27,11905,-23236,2847,35
4405,-24776,-2442,25,11913,-23234,2852,35
4421,-24786,-2465,26,11919,-23234,2849,34
4409,-24758,-2427,25,11901,-23222,2849,34
4411,-24790,-2457,26,11903,-23256,2839,35
4407,-24766,-2445,25,11909,-23246,2855,34
4413,-24766,-2461,25,11907,-23252,2840,36
4401,-24778,-2445,23,11901,-23237,2842,32
4397,-24780,-2453,25,11917,-23240,2850,34
4391,-24766,-2454,23,11915,-23240,2843,34
4403,-24754,-2461,25,11933,-23268,2853,34
4405,-24766,-2447,26,11899,-23244,2843,34
4393,-24746,-2448,25,11915,-23232,2839,33
4403,-24756,-2464,25,11909,-23255,2855,34
4409,-24764,-2462,25,11901,-23254,2849,33
4417,-24760,-2454,26,11909,-23248,2857,35
4412,-24731,-2441,24,11911,-23238,2861,34
4419,-24756,-2456,24,11905,-23245,2850,34
4399,-24762,-2476,25,11905,-23254,2860,36
4421,-24780,-2451,25,11915,-23232,2839,36
4417,-24758,-2429,23,11903,-23266,2850,35
4422,-24746,-2433,25,11903,-23246,2846,34
4410,-24760,-2447,25,11907,-23246,2844,36
4421,-24742,-2441,24,11889,-23236,2849,34
4418,-24774,-2437,25,11913,-23244,2852,34
4413,-24774,-2428,27,11899,-23232,2852,36
4416,-24758,-2449,24,11911,-23228,2838,33
4402,-24766,-2441,26,11919,-23218,2866,33
4408,-24778,-2449,24,11917,-23214,2841,34
4397,-24758,-2430,27,11901,-23262,2851,34
4406,-24748,-2438,27,11909,-23230,2842,32
4419,-24776,-2442,26,11923,-23246,2844,34
4406,-24780,-2419,25,11913,-23244,2838,33
4402,-24766,-2436,25,11883,-23243,2829,34
4419,-24760,-2448,26,11915,-23253,2854,32
4410,-24756,-2466,26,11917,-23248,2854,34
4410,-24746,-2433,24,11913,-23264,2855,35
4404,-24778,-2455,24,11907,-23238,2848,35
4400,-24758,-2449,26,11913,-23230,2818,35
4418,-24788,-2457,24,11901,-23234,2843,34
4415,-24782,-2444,26,11905,-23262,2835,33
4405,-24774,-2469,26,11905,-23248,2844,36
4396,-24774,-2464,25,11905,-23237,2842,33
4408,-24762,-2467,25,11907,-23230,2845,36
4408,-24764,-2452,25,11915,-23242,2837,37
4398,-24762,-2437,25,11889,-23237,2839,31
4396,-24762,-2476,24,11903,-23256,2855,34
4399,-24780,-2468,26,11907,-23248,2833,34
4399,-24758,-2467,25,11913,-23230,2849,36
4421,-24790,-2460,23,11903,-23222,2834,34
4403,-24784,-2470,26,11905,-23236,2820,34
4403,-24772,-2471,27,11915,-23234,2827,34
4401,-24790,-2457,26,11907,-23250,2836,34
4403,-24774,-2484,27,11919,-23256,2843,35
4393,-24788,-2466,25,11911,-23248,2843,35
4411,-24750,-2465,24,11899,-23243,2836,33
4409,-24758,-2470,26,11907,-23238,2580,34
4395,-24776,-2450,24,11905,-23246,2835,34
4409,-24750,-2481,26,11911,-23247,2848,33
4403,-24746,-2479,26,11903,-23244,2853,35
4397,-24772,-2466,24,11909,-23250,2828,34
4397,-24754,-2484,25,11901,-23273,2822,33
4407,-24778,-2464,26,11929,-23254,2838,35
4417,-24766,-2484,26,11907,-23246,2838,35
4407,-24780,-2439,26,11907,-23248,2867,34
4397,-24772,-2473,25,11919,-23248,2834,34
4393,-24764,-2454,25,11887,-23244,2848,32
4401,-24770,-2452,26,11909,-23245,2841,34
4400,-24760,-2459,24,11899,-23236,2840,34
4410,-24770,-2466,25,11923,-23248,2834,35
4407,-24792,-2457,27,11903,-23228,2838,35
4403,-24776,-2461,26,11915,-23230,2863,36
4397,-24770,-2461,25,11909,-23244,2853,35
4406,-24744,-2481,25,11917,-23256,2828,36
4403,-24772,-2483,27,11921,-23256,2825,35
4427,-24764,-2464,26,11915,-23232,2853,34
4403,-24770,-2464,25,11907,-23228,2854,34
4415,-24762,-2461,25,11913,-23226,2844,35
4410,-24774,-2474,27,11899,-23232,2881,34
4404,-24752,-2463,24,11897,-23238,2871,34
4396,-24770,-2467,24,11899,-23242,2854,34
4402,-24760,-2483,24,11927,-23248,2834,33
4411,-24778,-2495,27,11913,-23232,2835,34
4406,-24766,-2465,23,11905,-23236,2861,36
4391,-24776,-2468,27,11923,-23260,2840,34
4408,-24778,-2462,25,11905,-23218,2843,33
4401,-24788,-2462,27,11907,-23244,2845,37
4407,-24792,-2461,26,11915,-23249,2840,35
4402,-24752,-2477,24,11889,-23243,2822,33
4402,-24768,-2499,25,11891,-23232,2841,33
4416,-24766,-2459,25,11909,-23228,2847,33
4419,-24768,-2477,26,11901,-23224,2870,34
4420,-24772,-2492,24,11923,-23232,2845,34
4417,-24782,-2464,25,11901,-23224,2866,34
4410,-24758,-2465,25,11915,-23247,2836,33
4420,-24770,-2489,25,11895,-23242,2831,35
4398,-24760,-2465,25,11903,-23218,2837,34
4410,-24750,-2454,25,11909,-23244,2858,34
4424,-24760,-2456,26,11899,-23227,2837,33
4421,-24762,-2456,27,11903,-23220,2846,34
4409,-24758,-2460,26,11907,-23232,2816,34
4406,-24764,-2465,25,11909,-23250,2843,34
4412,-24764,-2447,24,11905,-23244,2838,35
4409,-24766,-2469,25,11885,-23238,2850,35
4406,-24746,-2478,24,11893,-23239,2851,33
4408,-24768,-2462,26,11913,-23234,2835,34
4399,-24776,-2459,26,11905,-23254,2833,34
4394,-24746,-2484,26,11907,-23226,2845,34
4412,-24760,-2464,25,11901,-23245,2830,35
4400,-24756,-2460,25,11907,-23240,2832,34
4414,-24776,-2449,24,11909,-23254,2839,36
4407,-24762,-2468,26,11915,-23268,2846,36
4419,-24758,-2466,28,11903,-23220,2819,34
4418,-24760,-2466,25,11905,-23248,2850,35
